"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Elizabeth Jerrell","5.0 out of 5 stars","November 25, 2023","







  
  
    Recently, I purchased a Victrix BFG Pro. I was skeptical, especially with it lacking vibration. I was borderline not considering it, mostly just because of that. After a few articles showing that Victrix will be adding Hall Effect Sticks in Q1 2024. Price being 40 (USD) for a pair. That's incredible pricing. So awesome upgrade. This matters because I also have a SCUF Instinct Pro Wireless (worst), Razer Wolverine Ultimate (my backup), and my new baby Victrix BFF Pro. Stock, the SCUF comes with no Hard Case. Just the basic swaps for D pad and Sticks. I had to purchase the Hard Case EXTRA, for like 40 or 50, I believe. It came with an additional cord, some additional stick top. And other little stuff. Starting left to right again, The hard case is a nice color grey and the inside is textured and looks great. It's the thinnest of the cases and for one that was paid extra in addition to the most expensive controller of the bunch at 200$ (prices are rough memory estimates). The case for the Victrix is ever so slightly thicker and only noticable if you have them side by side. Both would protect a drop in almost all cases. Inside, the Victrix has a top pocket for the EXTREMELY NICE Purple braided cord (type C to Standard USC). Also has stacked Styrofoam layers of tools and replacement parts, which includes the additional fighting pad that can be swapped with the right joy and button combo pad on the right side of the controller. The next up is the VERY sturdy and thick case. Inside is the pocket up top for the cord and the bottom houses the replacement D pades and sticks (which are held on by high power magnets and is the best setup of the three). With the information given, you'd be understandable in thinking that the SCUF was the worst of the bunch. In price? Sadly, yes. In usability? Hell no. The SCUF is my favorite to use. The reverse button placement is perfect *FOR ME*. Durability wise? Horrible, don't buy, trash, borderline a scam. Not only is SCUF already known for that, it turns out this first of the better QC lot was in fact, crap. Within the first 3 months I had to have it in for a faulty button and faulty bumper. Not a quick process since it's inconvenient to have no controller. Thankfully I'm a nerd lol. Got it back and all was golden. Then after a few months, the same button and bumper started not registering clicks either. Not every time. Just 1/10 I'd say. But you would be shocked how much is messed you up lol. Now, sitting at 14 months with it? Not great at all. 2 buttons. 1 bumper. 1 trigger. All faulty. Never dropped. No liquid anything. Kept literally in a hard case whenever it wasn't in use. I play a few hours a week total so this is minimal use. Terrible product. They will fix it. But I gotta pay for shipping and the full repair. So I'm stuck. Worst 400$ I've ever spent on controller and extras. The Victrix is so awesome. I have medium to medium/large hands lol. Not huge. They are on the CUSP of being too small. Which makes them perfect for me, but it might not be for my bigger brethren out there. I have not noticed the lack of vibration a SINGLE TIME. I even tried to pay attention for it and still didn't notice it. So I guess that's neat lolol. It feels light yet sturdy. It's what you would want for long sessions. Light weight and upgradable/repairable. Victrix doesn't sell replacements of anything yet, that I've noticed. But everything points to Q1 for the start of all that. I've been XBOX my whole life so my brain is struggling with the PlayStation symbols. Sell the XB setup for extra. Just a different single paddle. I'd be so happy. This is my go to by a mile. The Razer Wolverine Ultimate is a wonderful controller. The button placement on the back is TERRIBLE. That's all personal preference so I won't knock it for it. Build is solid. Can't speak for other products of theirs. It's very heavy in comparison. By a chunky margin. But it works great. Feels great. Way cheaper in price but not quality at all. They did a great job with that line. So I'd saySCUF - 6Vicxtrix - 9Razer - 7.5/8
  
"
"2","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Elizabeth Jerrell","5.0 out of 5 stars","February 5, 2023","







  
  
    So I'll start with the best and main feature: The modular face. I can't stress how awesome this thing is for players like me that struggle to find button/dpag/analog setups that work for the way we like to play. For example, I play claw style, so having the 6-button option is a must. Need to go back to play a game where 4-button makes more sense? No problem, just swap the pieces, which is super easy. And those units can be flipped, so for instance, I like the dpad in the top-left most position (by default, that's where the analog stick is, like what you see in the picture), so I simply flipped it. When I'm playing, I also hate having the analog stick in the way, again, no problem, just pops right off (and you get extras).This modular feature is important because if you play enough, eventually buttons and dpads go out. For a long time, I was using the Hori FC4 (original design), which was a great controller and fairly inexpensive, but the one drawback was that it broke down pretty fast. Pro players that use the dualshock will tell you they replace them every several months, at most. Although I haven't seen it yet, I have to imagine that Victrix will sell the face pieces separately, which will eventually not only give players like me the ability to easily and cheaply replace wornout components, but it opens the door for more designs for those pieces in the future.Otherwise, it has a bunch of other premium features. You can go wired, which for many of us is really important, and the wire is nice and sturdy. Same with the case for the controller and all the various pieces to it. It has a built-in feature to program (or turn off) the back-grip buttons, and multiple profile options, so even though there is an app that allows for more input customization (which is also a rad feature), you don't need that to do some basic input customization. It also has built-in trigger stops, which is amazing, and a tournament mode to disable your system buttons and the touchpad. The pad has a nice, heavy weight to it, too.Before I got this thing, it was clear it was designed for tournament play in mind. The question I had was whether the dpad(s) would be any good. I use the old, basic, Nintendo cross-style and so far it's working really well. All of the other features, too, are highly-desirable when in a tournament setting, and they function great. But, they went beyond that to ensure that if you want to use it like a normal, casual controller, you clearly can.So I'll say that at this point it seems the wait was worth it, but I'll end with a caveat: This isn't a casual controller. The price tag should probably tell you that, but I can easily see certain people being disappointed with this thinking it's going to be good for casual use. You really have to be thinking about a competitive setting to see the value you're getting with this pad's features. This controller is comparable in quality to something like the Razer Wolverine v2 but has way better features for competitive play and practice, yet the Wolverine is $70 more. I've used the Victrix for casual gaming already and I can tell you it works great there, too, but unless you're taking advantage of all the features that a non-competitive game *isn't* going to use, then this is probably too expensive.Ultimately, a fantastic controller.EDIT: The Victrix Control Hub now works with the BFG, so that eliminates one criticism I had. Now the only thing left for them to address is replacement parts for the modular pieces. This could be make or break though: I've asked them about this and for now even requesting parts directly is not an option. The clock is ticking on that because when everyone starts to have breakdowns, no one is paying for a brand new BFG when a piece that should be really replaceable can't be replaced. That's going to wreck this thing's reputation.
  
"
"3","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Oofer","4.0 out of 5 stars","March 29, 2024","







  
  
    this controller is probably the best alternative to the Elite Series 2 so far, at least until MS releases Elite Series 3 with a share button. It has a good grip and it fits nicely on my hand, and is overall a solid controller. the hot-swappable buttons are a great addition and would merit at least an extra .5 star on this review if you are on the market for a new pad to play fighting games on.the problem with that is that the buttons are a bit TOO sensitive: I still have to find a resting position that don't activate one of the triggers. The Sticks also lack a bit of mechanical resistance, so any flick of the thumb sends you spinning. for Fighters and more action heavy games (such as high speed hack n slashes), this means you will probably be battling the analog stick as much as the opponent, at least for a while. The d-pad is the way to go here, but all three options need a bit of time to get used to. My personal choice is the 8-directional one, you have to learn to touch it lightly.Then there is the software, which is a bit clunky, but get the job done. On the first day there was a bug that wouldn't let you re-assing the triggers buttons, but that is fixed now. so at least you can be sure Victrix is still improving it.This one will be my daily driver until MS releases the Elite 3.
  
"
"4","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Antonio","1.0 out of 5 stars","February 28, 2024","







  
  
    i love the idea of this controller but the execution is worth about $40, not $180. quick pros and cons:+modular controller-except for the right side, which arbitrarily can't be swapped Wii U/Steam Deck style and instead gets an awkwardly positioned six-button pad-needs a tool to actually change things around, unlike every other similar controller-blatantly inadequate alternate sticks - only one convex stick, only one long stick. why??+four well-placed back buttons-they're ludicrously over-sensitive compared to better, sturdier implementations (KK3, Steam Deck), making them worse than useless for most people-no alternate back button options like the KK3, Xbox Elite, etc so i hope you have the exact same finger length as i do, otherwise you're boned+decent build quality, most of it probably won't fall apart any time soon and it feels good in the hand-except for the sticks, which aren't hall effect, so enjoy 100% inevitable stick drift on your $180 controller.-still not as nice feeling as Microsoft or Sony's high end controllers (though both of those also have issues)-no motion control at this price is absurd-no rumble at this price is inexcusable-weirdly sensitive bumpers and triggers, though i personally got used to it-poorly implemented trigger pull depth customization, though to be fair, i've never seen this done decently. honestly, if non-analog triggers is something you really want for a game, just get a switch controller and a converter.-xbox version is the same price as ps version despite having no touchpad (actually 5 bucks more as of this writing lmao)with all these downsides the only use case i can see for this is fighting game tournaments, and even then there's far better options for far less money. it's true that you can buy replacement sticks and d-pads for this, but you could buy a new saturn controller and EIGHT replacements for the same price as this controller - that's with zero replacement parts - and have an infinitely superior fighting pad with far more longevity. if this was $140 cheaper it'd be a decent buy for some people, but at this price it's absolutely terrible
  
"
"5","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Some Jerk","5.0 out of 5 stars","February 13, 2023","







  
  
    Only owned a few weeks. Nice to have a controller without the annoying inline thumb sticks for the PS5. A little overpriced, but then maybe not due to battery life alone vs the PS5 controllers. The PS5 default controller has 8-10 hours of use with vibration off. The DualSense Edge for $200 only has 6 hrs of battery life (what the ____). The Victrix controller so far is averaging 20hrs. Another plus is that the charging cable is 9.75 ft long, if one wants to keep it plugged in, which I do not. To me, the best controller is the Elite/Core controller. The victrix controller is as close as it gets on the PS5. For battery life alone I would suggest this controller over the PS5 controllers. The only nitpicky complaint so far I have about this controller is the triggers, they curl out at the bottom more so than any controller I’ve ever used. If a person uses one set of fingers for the bumpers/triggers it is a moot point. If a person uses two sets of fingers for the bumpers/triggers, that will be an adjustment for some. This controller has no vibrating motors built in, which is fine with me. On all my controllers I cut off the vibration features due to extreme drain on the batteries, combined with I find them annoying to add. Betting Sony is not allowing 3rd party controllers to have vibrating motors. No 3rd party controller does so far for the PS5. Pretty sure that is not a coincidence which is fine with me, but may not be for some.
  
"
"6","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Amazon Customer","5.0 out of 5 stars","February 12, 2023","







  
  
    Controller is S-tier in almost every category of things.I'm going to go over the incredibly short list of cons before I go over the list of pros;- won't turn on your PS5 (you can use your TV remote if you have a TV from this decade).- currently doesn't have an app or software, so you have to change button configurations manuallyNOW FOR THE LONG LIST OF PROS:The ergonomics and overall design/engineering is honestly far superior to any other PS5 or even Xbox controller on the market.  It is a HIGH QUALITY, WELL-DESIGNED controller meant for LONG SESSIONS or tournament play.- Configuring back buttons and profiles is super easy, so is everything else, I'll add a link on how to use all the features at the end of this review.- The back buttons feel better than any other controller I've ever held, to include the new Razer, the Scufs, the Elite Series 2 (which are my #2 favorite paddles now).- The D-Pads are wonderful, not loud and clicky like razers but have a nice muted feedback to them, I prefer the hybrid d-pad or the Victrix d-pad.- Super easy to swap out thumb sticks and modules and rotate them.  Thumbsticks feel great, the longer one is impressive for FPS/TPS.- Triggers are sensitive, require very little actuation force.  Super reactive, really a 10/10, trigger stops seem more like they have 3 stopping points than 5, but still super easy to use.  Triggers are also textured for grip, but very soft.- The grips on the controller are perfect.- 2 Year warranty as opposed to other companies.- Customer support is better than any of the other companies who I've ordered controllers from.- l1/r1 buttons have a different feel than any other button on the controller, very similar to mouseclicks.- Controller is LIGHT.  This will not hurt your hands after a 10 hour play session.Every single button/stick/interface on this controller is designed with comfort and efficiency in mind.It is SIGNIFICANTLY better than any other PS5 Pro Controller Alternative.  Its ergonomics alone make it better than the Razer Pro (F-tier design, and FFF tier customer support).  The Dualsense Edge only has two paddles, and a three hour battery life, which also make it an unworthy comparison.  While SCUF's quality is nice, they have a 6-month warranty period, and are SIGNIFICANTLY more expensive.  SCUF also modifies the DS5 as opposed to building a god-tier controller from the ground up.I've used this controller on both my PS5 and PC and must say that I've yet to experience a better controller.And this review is BEFORE they've even released the software for it.  I can't wait to see what that's going to be like!Link to their instructions;  https://support.pdp.com/hc/en-us/articles/11045034301325-Victrix-Pro-BFG-Wireless-Controller-for-PS5-PS4-and-PC-User-Guide
  
"
"7","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Mike","3.0 out of 5 stars","April 13, 2023","







  
  
    Pros: The controller is very comfortable, it has great d-pad options & the diamond d-pad itself is the best I ever used; the buttons feel nice on press too. It's great for PC and the Steam app. The case it comes with is very good; I love the fact that you can switch around controller styles & you can make the analog sticks have octagon gates. It was built with many different types of people in mind. I like the fact that this controller was designed & intended for the type of people who don't want to switch between 2 or more different types of controllers to play a variety of games. This controller is very close to perfection in my opinion and Victrix could make the next installment even better if done with even more types of people in mind.Cons: Too expensive, no bluetooth, it's very annoying when you have to use the screwdriver everytime you wanna change the style, and you can't remove the 4 back buttons when not in use. Out the box you'll see that the triggers are super sensitive and activates at times you dont want them to because you slightly pressed them. The software isnt helpful when it comes to the triggers; if you wanna play sfv or any 6-button fighting game, you can't make the R1 & R2 into L1 & L2. This is because as of the time of this review, you cant change what the trigger buttons do in the software app; this could be fixed with a simple update. THE MECHANISMS FOR THE TRIGGER LEVELSp ARE THE WORST DESIGN EVER!! It's annoying to change the trigger levels and a pain to set it to the middle level. Everytime I play a game my finger would accidentally touch/slide across the trigger switcher and it cause the trigger to reset to the default trigger position. In the software app I have the triggers set to activate at the very bottom of a press; so when the sensitive trigger mechanism gets touched & resets the triggers to the top position, the game wouldn't recognize my fingers pressing the triggers down unless I switched it back to the bottom position. When this happens while I play online in a fighting game, I have to stop playing and fix the triggers back to the position where the game will recognize it again; and while I'm fixing all this my opponent gets a bunch of free hits on my character. When this happens every time you begin to realize that this controller is unplayable unless you get rid of the trigger lock mechanism. I very much think this controller should have trigger locks but just not this specific one that this controller has built into it. This controller is too expensive for its flaws.Opinion:This is a cool controller, the case along with the other accessories you get inside the box are all useful and it gives you alot to test with. The diamond d-pad is my favorite part about this controller, it just feels great when playing online in fighting games. I definitely want Victrix to make more fightpads in the future, but the software app customization should be more like 8bitdo and the trigger lock switches should be like the xbox elite controller. It's too expensive for the amount of flaws and frustration it causes. I thought this controller would be the fightpad to make me feel like I could stop searching for a perfect controller to use for fighting games, but that's not the case here. I did see a few youtuber reviews who also agree that this controller isn't worth the high price and that there are too many flaws. There are also tons of youtubers praising this controller and I just wanted to share my experience. I honestly think Victrix can improve on these flaws and make an even better controller in the future; I do like the options it offers but not the execution. For the current price you can probably find more affordable & less stressful options. In my attached review photo; the red controller next to the Victrix pro bfg is an Aliexpress controller that I got in June 2022 for $25-30. It has a great d-pad, the button presses are responsive and works with whatever fighting game you like; I highly recommend it, just search fightpad on Aliexpress and you should see it. At most this is not a bad controller it's just too expensive, if this controller was $100 or less and had the same issues, I probably wouldn't have written so much in this review tbh. If you don't wanna spend almost $200 for a fightpad, then I'm sure you can find cheaper alternatives.
  
"
"8","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Izakku25","2.0 out of 5 stars","February 10, 2023","







  
  
    To get the pros out of the way, it's compact, feels so great in the hands, has decent weight, and buttons are very response. D-Pad isn't clicky, but it still feels solid and the LR bumpers almost feel like mouse clicks. The controller overall is VERY robust.Onto the cons.Con 1: The BIGGEST defect of my unit was when I try to place the left module in the PS layout, I literally cannot move left or down, but I can move up and right. When I put it back in the Xbox layout, no issues whatsoever. This is a PROBLEM. Yes, I prefer the Xbox layout in some games, but other games the PS layout just works. The selling point of this controller is that it can do both layouts, and my unit can only do Xbox. It's unacceptable. Whether it was wired or wireless, nothing fixed this at all, not even updating the controller and the USB hub (the hub requires its own separate update). I'm convinced the module itself is defective.Con 2: This morning, the left trigger stopped working. I had to completely tamper with it by making it fully extend and setting it to trigger stop a few times before I got it working again. This is a bad sign that it's going to get worse.Con 3: Somehow in some way, while I was playing an FPS game, my controller froze and my camera spun endlessly. Unplugging the USB hub and plugging it back in didn't fix it. I had to reboot the entire computer.Con 4: The Controller App for PC IS NOT AVAILABLE! Why? The back buttons are all set to buttons that I have no clue of. Only after about 20 minutes of guessing, I manage to set my ideal actions to the buttons (not set the buttons to my actions). Without the app, I cannot even run tests on what's going on with the left module of the controller. I can only attribute it to a defect. However, as long as the stick calibration and troubleshooting features of the app are not available, I will never know why the left module won't work in the PS layout.Con 5 (nitpick): I use a KontrolFreek foam ring around the right stick for the purpose of having more control over my aim. However, since the long joystick is metal, the foam ring tends to slip upward and makes no contact with the base. While we're on this topic, KontrolFreek caps do not fit, so don't bother.Conclusion: Keep in mind that these are pre-order controllers, and launch models tend to be more of a prototype for future revisions. With that said, had this controller been working as Victrix designed it to work, it would be the best controller BAR NONE! However, now is not its time. More work needs to be done to fix these issues and the software still isn't available, anyway. Overlook this controller. The bad reviews on this option are within reason.Hope this helps.Verdict: RETURNED!!!!11
  
"
"9","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Izakku25","5.0 out of 5 stars","March 2, 2024","







  
  
    When my son expressed his desire for a new controller for his PS5, I knew it was the perfect opportunity to make his Christmas extra special. He had been eyeing a controller that promised not only enhanced gameplay but also the ability to customize every aspect to his liking. So, I made it my mission to find the perfect controller that would take his gaming experience to new heights.On Christmas morning, as he unwrapped the gift, his eyes lit up with excitement. The glow on his face was priceless as he held the new controller in his hands, eager to put it to the test. Without wasting a moment, he dashed upstairs to his gaming setup, ready to dive into a world of endless possibilities.After spending some time with the controller, I couldn’t help but inquire about his experience. His response was nothing short of enthusiastic. He described how the controller’s full customizability allowed him to adjust the joystick height and customize the appearance of the d-pad to suit his preferences. The addition of four programmable buttons on the back opened up a whole new realm of possibilities, giving him the freedom to assign functions according to his gameplay style.Admittedly, there was a slight learning curve when it came to using the additional paddles, but he quickly adapted and found them to be incredibly useful once mastered. Despite this initial adjustment period, he couldn’t praise the controller enough for its performance and versatility.As days turned into weeks and weeks into months, the new controller became a staple in his gaming arsenal. Its seamless compatibility with not only the PS5 but also Xbox and PC made it a go-to choice for any gaming platform. Whether he was embarking on epic adventures solo or teaming up with friends for multiplayer battles, the controller never failed to deliver a top-notch gaming experience.In conclusion, the controller has proven to be a game-changer in every sense of the word. Its customizable features, combined with its compatibility across multiple platforms, make it a must-have for any serious gamer looking to elevate their gameplay. My son wholeheartedly recommends this product to anyone seeking to take their gaming to the next level. With this controller in hand, the possibilities are endless, and the fun never stops.
  
"
"10","PDP Victrix Pro BFG Wireless Gaming Controller for Xbox Series X|S, Xbox One, Windows 10/11, Modular Gamepad, Dolby Atmos Audio, Remappable Buttons, Customizable Triggers/Paddles/D-Pad, PC App, Black","Jon Torres","4.0 out of 5 stars","March 21, 2024","







  
  
    The updating program was a pain to use cuz it wouldn't recognize the controller if steam somehow recognizes it first. After I found a solution online it was resolved. After that it was mostly a smooth experience with the controller. Buttons and sticks feel great. The wireless mode practically has no noticable lag. Battery life is great. Ergonomically feels great to hold and the back buttons are responsive and easily programmable within the controller without the need of opening up the app/program to adjust it. Switching out the buttons/joysticks is very easy. It has no rumble but that is something I can love without to be honest.I only have 2 complaints. The buttons for the fight pad variation feels too low for me personally. It's kinda off center and a bit low reaching. Second complaint is that the triggers are extremely sensitive. You cannot rest your fingers at all on the triggers unless you want to risk accidentally pressing them. Wish they had a bit more tension to avoid that. A work around I found was to just adjust the deadzones on the triggers about half way so it's more manageable. I did this with the program on my computer that you download for this controller. The deadzones might reset when you switch the trigger locks on tho so be aware of that. If that happens just go back into  the app/program on your pc and repeat the process. Kind of an annoyance I know. Overall a good controller so far.
  
"
