"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","Christopher H.","5.0 out of 5 stars","April 1, 2024","







  
  
    Really for the price, this is a great gaming mouse.  The mouse has good tracking, a bit heavy to move when not on a mouse pad.  The controlling programs is a breeze to use.  Honestly easier to use than Corsair.  The mouse feels good in the hand and buttons are great.  I am sure it will last a while
  
"
"2","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","SAL","5.0 out of 5 stars","March 3, 2024","







  
  
    The RGB looks great, all the modes are nice! The mouse tracks well, and there is no blinding light on the bottom. The braided wire is sturdy, and the mouse has a nice weight to it. The app lets you set DPI to your liking, and the rapid fire key is great.
  
"
"3","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","SAL","5.0 out of 5 stars","March 22, 2024","







  
  
    I like the lights it’s not too much and looks cool at night. Material feels like a good quality and sensitivity of the mouse is pretty good. You can also adjust the sensitivity depending on your preference.
  
"
"4","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","rdmr ","4.0 out of 5 stars","February 24, 2024","







  
  
    Pretty solid for the price point for a mouse. Other than the dpi switching in its own it’s not bad and very comfortable to use. The software is a little tricky to find and download but once you do you can change up the settings on there and be happy with it.
  
"
"5","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","jose rivera","5.0 out of 5 stars","March 25, 2024","







  
  
    I am a big fan of Redragon mice! I usually buy them when they are on sale, but even when they are not on sale, they are still super affordable. Their build quality, feel, and features are on par with the expensive mice for a fraction of the price. I'm a bit of a keyboard and mouse snob and collector. I will often buy them on sale even if I don't really need them, just because I just like to change them out and see what feels and works best. I've had four different model Redragon mice so far (3 wired and 1 wireless) and all of them have worked great. None of them have had any mechanical or LED failures at all.
  
"
"6","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","Phil","5.0 out of 5 stars","February 23, 2024","







  
  
    the button seem solid, rgb is cool and you have some options, you can slow down or speed up your pointer on the fly which is cool if you have younger kids using your pc
  
"
"7","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","Phil","5.0 out of 5 stars","March 11, 2024","







  
  
    Very responsive, lots of backlit options, quiet, and comfortable. It also works on Linux.
  
"
"8","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","Bbronco","5.0 out of 5 stars","March 14, 2024","







  
  
    oh this mouse is awesome, the macro software is on their site and works great, can program any key, its actually easy to do.
  
"
"9","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","Crafter","5.0 out of 5 stars","March 15, 2024","







  
  
    Upstairs I have a white and black version of this mouse. On a black mouse, dust collects and makes it look ugly. On a white mouse, dust still collects, but the white color camouflages the dust. It is an easy task to clean a black mouse, but this task needs to be performed quite often. However, on a white mouse, the war with dust is not as detailed. Most of the time, a dust war cannot be seen on white terrain.Downstairs I only have 1 black mouse. But I keep it downstairs because I can never see any dust collect on the black mouse when downstairs. There is a dust war upstairs, but there is no dust war downstairs. Everyone has a different environment. You will need to perform research in your own environment to find out if you need to fight off dust. I have to upstairs, but I don't have to downstairs.
  
"
"10","Redragon M612 Predator RGB Gaming Mouse, 8000 DPI Wired Optical Gamer Mouse with 11 Programmable Buttons & 5 Backlit Modes, Software Supports DIY Keybinds Rapid Fire Button","michael","5.0 out of 5 stars","March 9, 2024","







  
  
    I won’t lie, I have a lot of game rage so I blow through mouses quickly. I have two PCs, one at home and one for college. My college PC is brand new and premium and I had a good MSI setup going. I tried the RedDragon mouse for my home PC and was so impressed I came back to college with it and threw out the MSI mouse which was actually more expensive surprisingly. One thing I’ll note that is a bit weird is that the DPI button is under the mouse and RGB buttons are on the top. Kinda strange but aye I gotta get my exercise in one way or another so thanks for that as well.
  
"
