"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Merlin","5.0 out of 5 stars","March 19, 2024","







  
  
    Sometimes you just Have To Have a plain old Stu Pid Wall Wart - No Frills, No QC3, No PD. One that Won't ask any questions of the device it's connected to - Just Gimme 5 Volts - Period. I have several such devices - music boxes, star projectors, night lights, etc, etc, that just would not connect to my 'smart' power blocks.These power blocks worked perfect, everybody was happy at a reasonable price point. Nice Job.
  
"
"2","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Merlin","5.0 out of 5 stars","March 26, 2024","







  
  
    There are actually two slots for phones or shavers or whatever you need to charge. It is convenient and works perfectly. I'm glad I bought these.
  
"
"3","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","hearsmusic","5.0 out of 5 stars","April 10, 2024","







  
  
    These work perfectly, exactly as expected with no drawbacks. And for the price, they are the best value I've ever found by far.
  
"
"4","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Julia","4.0 out of 5 stars","April 10, 2024","







  
  
    They are slightly bulky and you can't plug anything in unless it's very slim into the other outlet, but they're convenient for everything that needs a block to charge these days. Work great!
  
"
"5","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Ashley","5.0 out of 5 stars","March 15, 2024","







  
  
    Shipment was quick. Love the two port option for charging. Even with two devices plugged in, charging was quick. Small and compact and easy for storage/travel. Will definitely purchase again if another one is needed.
  
"
"6","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Richard A. Washington","5.0 out of 5 stars","April 10, 2024","







  
  
    Great value for money!! each port has two USB slots for a total of six charging sources. Definitely recommend this
  
"
"7","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Danielle Kutinsky","5.0 out of 5 stars","March 31, 2024","







  
  
    Very inexpensiive.
  
"
"8","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Glenda","5.0 out of 5 stars","March 13, 2024","







  
  
    These seemed too inexpensive to do the job, but they are great. I have a couple of electrical strips with a few USB outlets, but there's never enough. I bought a cute St. Patrick's Day light globe and it was batteries or a USB plug in. It sucked the batteries dry in 2 evenings, so I bought these to use. They're perfect!
  
"
"9","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Alanna M Wilgus","5.0 out of 5 stars","April 12, 2024","







  
  
    These are always a great buy because we lose them so often. They work just as good as the ones you pay big money for in the Apple Store, just at a much better price. Buy these instead of the more expensive ones! Especially if you have two teens that constantly lose them.
  
"
"10","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Todd","5.0 out of 5 stars","March 31, 2024","







  
  
    I bought a 5-pack of these in 2022, and they are all going strong (I have 3 teenagers in the house so they all have their devices that need to get charged).  I liked them so much I just bought (2) 3-packs because my wife wanted some just like kids have.  No complaints, and would definitely buy again!
  
"
"11","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Amazon Customer","5.0 out of 5 stars","April 7, 2024","







  
  
    I use these wallchargers to plug in my iPhone charger, my Kindle charger, my iPad charger… I really like that they come with 2 ports, so you can plug 2 items in at once. Also great to give as gifts.
  
"
"12","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Philip Wyche","5.0 out of 5 stars","April 9, 2024","







  
  
    I use these to plug  my motion lights that are under my cabinets.  I enjoy my kitchen lights up when I enter and shuts off when I leave.
  
"
"13","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","cathy d.","5.0 out of 5 stars","March 27, 2024","







  
  
    So nice to have a few extras!  I accidentally left my wall charger at a friends when I visited.  It was much easier and cheaper to buy these than to make her mail the old one to me.  So happy I found these.
  
"
"14","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Kindle Customer","4.0 out of 5 stars","April 7, 2024","







  
  
    These are glamorous but they have a good charge output and are great for travel.  They are inexpensive so no big deal if you forget one and we have a couple of spares for guests that visit.
  
"
"15","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","USCarlos","5.0 out of 5 stars","April 4, 2024","







  
  
    I bought these for our iPad lockers. It reduces the amount of plugs I need to use and provides sufficient charging speeds to charge iPads overnight.
  
"
"16","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Arturo Vasquez","5.0 out of 5 stars","April 4, 2024","







  
  
    These are perfect chargers for the kids !! Or in the garage, or even just throughout the house !
  
"
"17","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Jennifer McCready","5.0 out of 5 stars","April 7, 2024","







  
  
    No problems at all! Love these and will order more when I need them!
  
"
"18","USB Wall Charger, LUOATIP 3-Pack 2.1A/5V Dual Port USB Cube Power Adapter Charger Plug Block Charging Box Brick for iPhone 13 12 11 Pro Max SE XS XR X 8 7 6 6S Plus, Samsung, LG, Moto, Android Phones","Connie Reyes","5.0 out of 5 stars","March 25, 2024","







  
  
    I have a husband and daughter who still fight over cubes. These are what I call ‘twofers’.  They each have one for their two devices. And I have the third to hide!
  
"
