"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","Smartphone Solar Imaging Enhancing Photo Lens","Lucky","5.0 out of 5 stars","February 25, 2024","







  
  
    It doesn't work very well at low zoom, but works great at high zooms. Took a picture of the sun and picked up sun spots.
  
"
"2","Smartphone Solar Imaging Enhancing Photo Lens","Lucky","5.0 out of 5 stars","March 29, 2024","







  
  
    The Smartphone Solar Imaging Enhancing Photo Lens exceeded my expectations with its remarkable ability to enhance solar images captured on my phone. Its innovative design effectively filters out excess light, resulting in clearer and more detailed photos of the sun's surface and solar phenomena. This lens is a must-have for any amateur astronomer or enthusiast looking to capture stunning solar images with their smartphone.
  
"
"3","Smartphone Solar Imaging Enhancing Photo Lens","BrandiLynn0311","4.0 out of 5 stars","March 22, 2024","







  
  
    Works very well. You cam state directly at sun, or take pics and video of the sun with thus little item. Nothing fancy but does the trick
  
"
"4","Smartphone Solar Imaging Enhancing Photo Lens","Amazon Customer","5.0 out of 5 stars","March 14, 2024","







  
  
    They say to hold it with your finger while taking the picture. MEH, I just used some blue painters tape and stuck it to the Iphone. Now I can pinch and zoom with no issues and it doesn't fumble around or come off, until I want it to.It really works and I can't wait for the eclipse. Also, you should try and take pictures of the sun before the eclipse. Now is the time to figure it out, not then.
  
"
"5","Smartphone Solar Imaging Enhancing Photo Lens","Alexander D.","1.0 out of 5 stars","February 19, 2024","







  
  
    I just tested this filter out and my images are very distorted. Unfortunately, this did not work for my phone. I have a Google Pixel 7.
  
"
"6","Smartphone Solar Imaging Enhancing Photo Lens","Penny","3.0 out of 5 stars","March 10, 2024","







  
  
    This photo lens looks cheap, but it wasn't.  I think it is highly overpriced. I bought it to use when the Solar Eclipse happens, but don't know if I will know how to use it. Hope the viewing glasses are better when they arrive.
  
"
"7","Smartphone Solar Imaging Enhancing Photo Lens","AScott","5.0 out of 5 stars","March 20, 2024","







  
  
    I purchased this this past fall prior to the eclipse in October. I used October as my test run for April. I got great pictures from my phone using this. I recommend this to friends.
  
"
"8","Smartphone Solar Imaging Enhancing Photo Lens","Dragonfly","5.0 out of 5 stars","March 27, 2024","







  
  
    Simple to use, just hold it in front of the camera lens and it blocks out all light.
  
"
"9","Smartphone Solar Imaging Enhancing Photo Lens","Jeff","4.0 out of 5 stars","March 22, 2024","







  
  
    I put it against my phone’s camera lens. It took out the glare on a full sun day.The only drawback is you will have to make an adapter to hold it on your phone. Tape would work.
  
"
"10","Smartphone Solar Imaging Enhancing Photo Lens","Richard Floyd","4.0 out of 5 stars","March 28, 2024","







  
  
    Too cloudy to test, but it looks Ok
  
"
"11","Smartphone Solar Imaging Enhancing Photo Lens","Dennis Brinton","4.0 out of 5 stars","March 19, 2024","







  
  
    Haven't used it yet, but looks like it will work to allow photos and video of eclipse
  
"
"12","Smartphone Solar Imaging Enhancing Photo Lens","Wendell Fraser","4.0 out of 5 stars","February 4, 2024","







  
  
    So I used my iPhone to take these pictures while I was at a solar astronomy event at a museum showing people the Sun with my solar telescope. I did some cropping and used the built in iPhone editing tools.
  
"
"13","Smartphone Solar Imaging Enhancing Photo Lens","Wendell Fraser","4.0 out of 5 stars","February 12, 2024","







  
  
    Photo filter should  be  a  little bigger
  
"
