"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Eric Ritchey","5.0 out of 5 stars","February 15, 2024","







  
  
    The style color and comfort are as good as it gets! This chair fits my man cave/office perfectly! It's very comfortable and has great style. I'm a 6'2"" and 205 and it holds me easily! The footrest is a great addition and is great for relaxing in style! This chair seems to envelop you in comfort!
  
"
"2","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Eric Ritchey","5.0 out of 5 stars","May 13, 2023","







  
  
    Ordered this to replace an old chair, and I'm glad I did.It is easy to assemble--unless, like me, you infer from the illustration of each part by itself that it must be missing the head and lumbar cushions. It's not; they come in the box already in place, and you need only adjust their position to taste. Two other tips:1.  Put the rubber rings on the ends of the assembly and let them stay for a day before you take them off, slide the rest into position under the chair, and put them back on. That made it much easier for me to get them in place with the rest beneath the chair seat. (Alternatively, you might choose to ignore the order of assembly in the manual and put the foot rest on before you place the seat on the base.)2. Double check the tightness of the plastic tubes before you install the foot rest, or you'll have to take the foot rest off, tighten, and put the foot rest back on.That said, it's comfortable, and I appreciate the head and lumbar cushions greatly. I'll update if/when the hydraulic cylinder gives out.... and sure enough,UPDATE: the hydraulic cylinder is indeed dead. It doesn't even rise and then promptly sink when I sit on it. This is quite disappointing. Looking for a replacement--inclined not to ask SITMOD for one, because they gave me the one that failed in relatively short order.
  
"
"3","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","James Jones","4.0 out of 5 stars","May 12, 2023","


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    
So I shopped around for weeks before finally biting the bullet and getting this one. I did NOT want to spend over $100 on a gaming chair, but this is the world we live in and now I’m actually really glad I did. Pretty darn good chair if you ask me. I got it for work because I am fully remote. And I play a lot of sims4. It’s comfortable and I like it a lot. Bit stiffer than I anticipated, but easy to put together and solid for the price point. The low back pillow comes in clutch, but the massage feature is loud so I never plug it in. You can tell it’s a bit cheaper because the cushions are very light weight and not exactly cushion-y. It’s about as cushioned as a block of styrofoam.  The fabric quality and color is spot on though and the foot rest is a great touch, so far I use it every day. I’m 5’0” and wanted something I could fit in and sit cross legged or on my knees when I get restless at my desk and this does the trick.One thing I do really wish was different is the reclining feature. It’s either locked in one spot or unlocked and reclines alll the way back. My chair at work had three settings on that so I could stop it from reclining all the way but still rock. With this had that feature. Still love it though and would recommend it if you’re trying to save money!
  
"
"4","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Erin","1.0 out of 5 stars","January 11, 2024","







  
  
    I bought this chair in 2023 and it actually only lasted about 6 months before breaking.  I'm only writing this review now because I've exhausted myself looking for options to fix it and have come up with nothing.  So here I am, lets start with a general review.First, the chair is quite nice, it looks and feels good, meshes well with my set up, and the massager/pillow combo it came with are a great bonus addition.  The footrest... Exists, and over all the chair felt sturdy, we'll come back to this, when I first built it.One of the first issues I noted was the seat as it very quickly became uncomfortable.  I was able to address that with a cushion I had purchased for my last chair but I understand most people won't have that.  The second issue was quite a surprise as I didn't know it was an issue until I was looking up at my ceiling.  The frame of the chair is extremely cheap, despite being made of metal, and bent until it broke without my realizing it.  I'm specifically talking about the part where the pneumatic tube, if that's the right word for it, connects to the seat of the chair.  Sometime back in October I was watching a show and stood up only for the seat to rise.  At first I thought the release had slipped so I checked the bar but it wasn't working at all.  Deciding that it wasn't that big of a deal I moved on with my life until the next day when it wouldn't raise at all.  I keep the chair low so I didn't really care at that point and sat down, that was a mistake.  As I lay there looking at the ceiling, cursing my old body, I began to wonder what had just happened.  I lifted the chair and noticed that the seat and back combo were wobbling so I took a look under to find that the metal housing around the pneumatic tube was bent and broken.  From the looks of it, the welding went first and then the metal bent and cracked around it.  I don't remember hearing anything that would make me worry about that so I really don't know when or how it happened.  I'm well within the weight recommended for the chair as well so I highly doubt it was a weight related issue either.  Still, I was overall satisfied with the chair and decided to see if I could just buy a replacement part but I had no luck finding it.With that being said, I cannot in good faith recommend this chair.  I mean, it might be okay for like a ten year old but then I'd also worry about safety considering the cheap construction.  On top of that, this is a fairly pricey chair if its only going to last for six months, give or take, of mild use.  I recommend anyone reading this look elsewhere and I hope you find that perfect seat.
  
"
"5","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Andrew Santistevan","5.0 out of 5 stars","February 20, 2024","







  
  
    I'm a big sim racer and wanted something more comfy to replace my dying chair. This thing is comfy guys. The chair feels really well made and the foot rest is sturdy. Just don't make a dumb mistake like me and put the o rings on before you slide the footrest in place. Make sure you put them on AFTER. Will be getting more o rings tomorrow. Great product and worth the money.
  
"
"6","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Andrew Santistevan","3.0 out of 5 stars","December 29, 2023","







  
  
    Going to keep this simple..Pros:Sturdy seatNice material & colorLumbar & neck pillows are comfy and supportiveCons:Feels a bit small unless you're sitting uprightButt portion of the seat is made of thin material and feels like sitting on a wooden chair after a bitLeg attachment is very weak and will break eventuallyWheels are pretty stiff compared to most other chairsI'm about 50/50 on this chair. It looks nice and feels nice but I wouldnt recommend this for an ""all day"" chair.
  
"
"7","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Michael Benoit","2.0 out of 5 stars","November 14, 2023","







  
  
    I purchased this chair about 4 months ago, and it is extremely nice and comfortable. I would recommend because not everyone will have my experience, but what I will say is the parts seem old and/or cheap. I cant seem to find a support page to get a hold of these guys otherwise as their website just brings me here. I have to replace the piston as it started sagging.. Then apparently the plastic around the cylinder just broke into 5 pieces at the top of the piston where the chrome metal starts to be exposed because of that now the bolts to the left arm are messed up from the offset seating and long gaming sessions so those have to be replaced and my last complaint is the lumbar pillows like flat as cardboard now. even with constant fluffing. Otherwise this chairs been great. Just glad my and half month pregnant girlfriend didnt sit in it when the piston popped on us..
  
"
"8","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Amazon Customer","5.0 out of 5 stars","March 26, 2024","







  
  
    It's decent, i wouldn't put anyone or anything that weighs 200lbs in it. I tried sitting in it and using the foot rest to see what it was like, and the foot rest felt kind of flimsy.But it was perfect for my little sister, who only weighs around 100-120lbs.
  
"
"9","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Nate McLeskey","4.0 out of 5 stars","April 7, 2024","







  
  
    I received this chair today. Overall, the chair is comfortable. It took me less than 30 minutes to put together. The directions were easy to follow and I was able to assemble it myself rather quickly. I will update the review after using it for a few months. The fabric has a soft woven feel and the cushioning feels firm. All the holes lined up nicely to screw everything together. I wanted a gaming style chair to have more head support when sitting at my desk all day and this chair does provide the extra support I was looking for.
  
"
"10","SITMOD Gaming Chairs for Adults with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair with Lumbar Support(Gray)-Fabric","Ryan Watters","4.0 out of 5 stars","December 4, 2023","







  
  
    Rating: ⭐⭐⭐⭐⭐ (5/5)I recently took the plunge and invested in the SITMOD Gaming Chair for Adults with Footrest in the sleek all-black version, and I have to say, it has exceeded all my expectations.Let's start with the shipping experience. Despite a minor hiccup with UPS causing a brief delay in my shipment, the chair arrived in pristine condition. I was slightly concerned during those extra two and a half days, but once it arrived, the packaging was intact, and the chair itself was in excellent shape.As for assembly, I encountered a small glitch – there were no instructions included. However, I'm pleased to report that the absence of guidance didn't hinder the assembly process. In approximately 20 minutes, I successfully built the chair from scratch without any major challenges. To those who claim this chair is too complicated to assemble, I'd suggest brushing up on your DIY skills – it's a straightforward process, even without instructions.The chair comes with all the necessary bolts and an Allen wrench, making the assembly hassle-free. The stitching on the chair is impeccable, giving it a premium look and feel. One delightful surprise was the spacious seat – it's wider than expected, promising a comfortable gaming experience even during marathon sessions.The inclusion of a footrest adds an extra layer of luxury, providing optimal support for extended gaming or work periods. The ergonomic design is evident, ensuring that every aspect of the chair contributes to a comfortable and enjoyable seating experience.In conclusion, the SITMOD Gaming Chair has won me over with its comfort, ease of assembly, and stylish design. It's a testament to the quality of the product that even without instructions, assembling the chair was a breeze. If you're in the market for a gaming chair that delivers on both aesthetics and functionality, the SITMOD Gaming Chair is a solid choice. Say goodbye to discomfort and hello to uninterrupted gaming bliss!
  
"
