"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","AlphaKryptonyte","5.0 out of 5 stars","March 4, 2024","







  
  
    This chair is amazing! Exactly what I hoped it would be and looks great with my setup. I’m 5’7” and 150lbs and it’s very roomy and comfortable which is exactly what I wanted! I’m using it as a gaming chair and it’s awesome to have somewhere to put my feet. If I put the footrest out but pushed all the way in I can even sit cross legged on this chair. The recline works perfectly and it was super easy to build. The whole chair feels incredibly high quality. Based on other reviews I was a little worried about it fitting under my desk but it does with no problem. On the lowest setting there’s around 1in clearance between the arms and the bottom of my desk which is more than enough given the arms are high and I like to sit higher up at my desk. My feet touch the floor but if you’re shorter they probably wouldn’t. They do offer a free shorter tube thing if you need it so I wouldn’t let that stop you from ordering!
  
"
"2","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","AlphaKryptonyte","5.0 out of 5 stars","March 21, 2024","







  
  
    After upgrading to this deluxe PU leather office chair, my work-from-home experience has been transformed. Its comfortable design, featuring a thick sponge in both the seat and backrest, allows for hours of work without discomfort. The chair's adjustability, including the recline function and retractable footrest, offers unparalleled customization to my seating preferences. Assembling it was a breeze, and its sturdy build reassures me of its durability. This chair isn't just a piece of office furniture; it's a game-changer for comfort and productivity in any home office setting.
  
"
"3","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","Robert Vogt","5.0 out of 5 stars","November 7, 2023","







  
  
    From the moment I clicked ""Purchase"" on the office chair through the provided link, I knew I was in for a treat, but I didn't realize just how much of a game changer this chair would be for my daily routine.Comfort is paramount in any office chair, and this one does not disappoint. The padding is plush and supportive, cradling the body perfectly throughout the workday. The adjustable lumbar support is a standout feature, providing the much-needed back support that's so important for someone like me who spends hours at a desk.But let's talk about the feature that I absolutely adore – the pull-out footrest. It's an absolute revelation! Whether taking a quick break to recharge or settling in for a more extended period of concentration, being able to kick back and elevate my feet is a luxury I didn't know I needed. It tucks away neatly when not in use, maintaining the chair's sleek appearance. The materials feel durable, and the mechanisms, like the height adjustment and tilt lock, operate smoothly and intuitively.To those considering an office chair, look no further. Whether you're typing away at reports, managing online meetings, or simply enjoying a moment of quiet contemplation, this chair, with its superb lower back support and pull-out footrest, will support you (quite literally) every step of the way.
  
"
"4","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","Robert Vogt","5.0 out of 5 stars","March 13, 2024","







  
  
    I love the ergonomic design of the chair and the aesthetic looks - color and style. The chair fits comfortably in my workspace. It arrived quickly and included cleaning pads for the white leather. A large headrest and extended leg and footrest make the chair extremely comfortable for short and extended sitting. Assembly was easy. Product parts are sturdy and of a good quality. There is also a product registration and one year warranty included with purchase. I’m thinking about upgrading other office furniture to match the chair.
  
"
"5","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","Anna M.","5.0 out of 5 stars","March 14, 2024","







  
  
    I am 210 lbs and 6 ft tall. I am sitting at my desk 12 - 13 hours a day and have worn several other (cheaper) chairs within a year or so, which have become very uncomfortable and impossible to sit in for long times. I was looking for a more durable and longer lasting solution so I opted for a higher weight rating chair. I was way out of line with that. This chair is huge. At the highest setting my feet barely reach the ground. The arm rest is adjustable in and out (very nice feature) but even at the tightest setting I barely can place my elbows on the arm rests, they are way too far apart for me. The rocking back and fort is awesome. Sitting is comfortable and it has a huge and tall back side. I would suggest if you are less than 300 lbs and, say, shorter than 6'3"" this chair will be too large for you to call it comfortable. Otherwise I love it. The chair is of good quality
  
"
"6","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","Anna M.","5.0 out of 5 stars","February 6, 2024","







  
  
    I have had it about A week & A 1/2 and really enjoy it. I'm 72 years old and it was very easy to assemble, in fact I didn't need any help at all. Not even to un-box it. It's very comfortable and fits my home office with the other furnishings really well. This chair is built very good from the steel (chrome plated ) pedestal to the upholstery fine stitching. Another fine feature is the flap on the rear that covers the screws for the backrest. Easy to access with the vel-cro flap. So comfortable, It's hard to get me out of my office, but sometimes will wheel it out to watch TV. GREAT PURCHASE, AND WELL DESIGNED !!
  
"
"7","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","GNH BY DESIGN","1.0 out of 5 stars","December 1, 2023","







  
  
    UPDATE 5:The seller responded and AGAIN refused to honor their advertised free gas cylinder replacement, even though the original they provided failed within 3 months.Their excuse was that we were past the return window. The problem with that excuse is that we contacted them well within that window with a replacement request, and they repeatedly pretended not to understand the request, then to reject it. So they're stalling customers until they can say you aren't eligible for anything anymore.Also, if you read reviews, you'll notice a ""warranty department"" is mentioned, and that's who supposedly sends out the replacement parts they advertised. This apparently doesn't exist. Strongly suspect there might be some fake reviews in here given the way the company uses false advertisements and a complete lack of support. Will be reporting them to Amazon today. You should note, they seem to have removed the image that offered the free wheel replacements (though I believe I still have a screenshot for that report I'll file). But they do still mention free gas cylinder replacements in the original is too high (which is what I originally requested).I've now had to spend more money on replacement wheels because the seller lied about offering free replacements (the rubber ones safe for hardwood floors). And now I'll have to buy another cylinder for it. 100% not letting this go. I'm so tired of companies selling furniture items here with false advertising, knowing it's too difficult for most customers to return those items.UPDATE 4:Exactly 3 months from the day we ordered this chair, and after refusing to honor their advertised offer for a lower replacement cylinder, the original gas cylinder for this chair failed.No one using it uses it roughly. No one using it even comes close to the advertised weight limit. It was just being used in a stable position and suddenly failed. We reset it, and it failed again within minutes, making the chair unusable for us.I'm going to contact the seller one more time and insist on a replacement cylinder given they outright advertise they provide one, but if they refuse again, I'll be taking it up with Amazon, because this combination of quality issues and poor support is not acceptable.UPDATE 3:I definitely cannot recommend this chair. After weeks of use (with the wrong wheels and gas cylinder size because the company refused to honor their offer to send replacements), this chair causes a lot of pain. Lower back pain in particular is really bad. I suspect it's due to the combination of the very hard seat (disappointing given I looked for a spring-based seat intentionally -- if they're there, they're too small to be of any use as you still feel like you're sitting on a hard board) and the lack of lumbar support. Despite their description, there is basically NO lumbar support with this chair. It's incredibly painful even after minor use. I may even have to go back to the old chair this was replacing as the entire point was to reduce pain and increase comfort, of which this chair does neither. It's poorly made. It feels very unbalanced if you lean at all (especially with the lack of proper tension to prevent you falling backwards all the way). Way too many cracking and creaking sounds for a chair this new being used well below its advertised weight limit. Not supported at all by the seller (other than offering minor refunds to keep the junk and figure out how to dispose of it yourself at a loss). Just overall feels unsafe, uncomfortable, and I can't trust either the chair or the seller.UPDATE 2:After several back-and-forth messages with the seller here on Amazon, they've repeatedly ignored requests for the free replacement wheels (needed if you use it on hardwood floors) and the free replacement gas cylinder (if the original is too high) that are advertised on this page in the product images. After ignoring the request repeatedly, along with any tips on getting the tension to actually provide... tension... they flat out refused to honor their advertised offer for those replacement parts.All they did was offer a very small refund if we're willing to keep the chair... without the wheels needed for our floors... without the appropriately-sized canister... and without any reasonable tension function to lean back safely (forget ""rocking"" as noted in the description because this chair can't do that). It would cost us more to buy our own wheels and canister than what they offered, and that still doesn't address the false advertising of this being a rocking office chair or the unsafe lack of tension for the recline function.I would absolutely never do business with this company again, and we'll be contacting Amazon to see what can be done about them refusing to honor what they advertised. Extremely disappointed after a very long search for a replacement chair.UPDATE:This page, in the images, says the company will provide free replacement rubber casters / wheels if needed (which you need for hard floors), and a free lower replacement gas cylinder if the chair is too high (which it is for my wife).After asking them to send these multiple times via Amazon's messaging system, they've so far refused to do so (will update if they sort this out soon). They've also responded to questions about fixing the lack of tension and the misrepresentation about this being a ""rocking"" chair (it's definitely not; just reclining), and all we ever seem to get is a copy/paste response offering a small partial refund if we agree to keep the chair. We keep trying to tell them we're hoping to keep the chair, but we needed info on getting the tension to increase and we need the replacement parts they offered to make it work. But they've mostly ignored specific questions and just keep saying the same things. Until the last message where they said they couldn't send replacements for the ""missing parts,"" even though we never said anything was missing. We're just requesting the parts they offer to send right in their Amazon description. Not happy with support at all so far.--ORIGINAL REVIEWI have mixed feelings on this chair. First, it feels like a sturdy build. And if you're on the larger side, the cushion offers plenty of support -- firm, but mostly comfortable.The exception to the seat's comfort is that the front edge is very firm, and it can cut into the back of your thighs, negatively impacting circulation. This was the problem with my old chair and why I was replacing it. Normally I prefer a higher chair, but this is causing issues even at its lowest setting. The seller does mention in the images they'll send a lower cylinder if necessary, so if I keep the chair and receive that, I'll update on how that affects the pain at the front of the seat.The seller also offers to send replacement wheels if you need the rollerblade-style kind for hard floors. The plastic ones are extremely loud and totally inappropriate for hard floors and their protective mats, so it's nice they provide this option. But if you know you'll need them, I'd request them early. Otherwise you won't be able to fully assemble things until they arrive, or you'll have to risk damage to your floors using the defaults until the replacements can be swapped in.While I like the sturdy sense I get from the chair, there are two big problems for me. I've contacted the seller hoping I'm just not figuring out the settings properly, but I'll update if appropriate later.1. The description advertises this as a ""rocking"" office chair. With office chairs, that means something very specific -- the back and seat move in unison in a true rocking action. This looks like the seat can angle back a bit based on the video, but it doesn't seem to do that when ""rocking."" All it does is lean the top back. That's not a rocking office chair, which was an absolute requirement in me choosing this as a replacement for my old chair. Again, I'm hoping I just missed a control or something and that this will work as-advertised. Oddly though, when the foot rest is out, the seat itself does seem to recline back, so it clearly *can.* It just won't rock otherwise? And if you have heavier legs, or longer ones like I do, the leg rest isn't really usable because your center of gravity will get thrown off (and that's the one thing that doesn't seem sturdy in general). So, for a chair advertised for bigger users, are we simply not ""allowed"" to use the rocking function because it's tied to the leg rest??2. I'm also having issues with the tension knob. All the way in one direction and the back of the chair practically falls backwards the moment you touch it. All the way in the other direction and there's barely any more tension that that. It leads to a very insecure feeling unless you lock the ""rocking"" function, which again was a major deciding factor in choosing this chair. I'm hoping I'm missing something here too because I've never seen an office chair with this lack of tension.Other than that, the back is comfortable, and I like that the arms are adjustable (width during installation, and height while in-use).Aside from the rocking and tension, two things would make this chair near-perfect though:1. Adjustable lumbar support. Fixed lumbar support is all but useless in an executive chair because if you're sitting properly you're not going to be leaning back all the time. Proper lumbar support doesn't require you to recline back. It should help you stay upright and maintain your posture.2. I agree with another reviewer who was disappointed in the lack of head rest. For all the padding on the back of this chair (which is soft, yet dense enough it feels like it will hold up for quite a while), there's no real head rest. The head area is relatively flat and sits too far back, so your head won't even touch it unless you're lying back in more of a reclined position.The only other comment I'll make for now is that any reclining is pretty loud. There's a surprising amount of squeaking and creaking for a new chair. If I keep it, I might see if something needs to be greased. But if not, just know that could be an issue if that sort of noise bothers you.Oh, and like another reviewer, my box also arrived quite damaged. The entire bottom was split open. At first we were afraid we received a used chair after ordering a new one, but the internal pieces seemed OK and everything was there. But if multiple people are receiving damaged, open boxes, I'd make sure you have somewhere sheltered for this to be delivered. Had this been left by our garage in the rain (as many larger packages are here), the chair would have been ruined before we even opened it.
  
"
"8","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","GNH BY DESIGN","5.0 out of 5 stars","December 19, 2023","







  
  
    The chair was easy to assemble but some mechanical skills are helpful- how to use an allen key and how to tighten a couple of bolts. If you have a 12mm wrench at home and perhaps a 5mm hex socket it will be much faster. If not, the included tools work fine.I've used this for a couple of months now; I am working from home 50% with some 8-10 hours in the chair daily.It is very comfortable for me and the material feels nice. Good quality. I am 6ft2 tall and on the highest setting it is just right to keep my knees at 90 degrees. The armrests are adjustable in height, and by adjusting the bolts the width can also be adjusted. The angle of the seat can not be adjusted. Just the height.I bought an additional headrest/pillow on Amazon (see second picture) which fits perfectly and helps to keep my spine straight. Without the pillow my head is either 'free floating' (no rest) or leaned back. This might be ok for most people but I find the addition of the pillow made this chair even better.Support and customer service is very good. After a couple of months (outside the return window) I noticed that the chair seemed to be always tilted to one side but it changed as I turned it. I found that the base of the chair (the star-shaped metal part at the bottom where the rollers attach) was likely to blame because it was slightly uneven.I contacted the seller and they very quickly, within a week, sent me a replacement part free of charge no questions asked. Now it's perfect!I would recommend this chair.
  
"
"9","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","Badogos","5.0 out of 5 stars","April 2, 2024","







  
  
    It’s a great chair honestly, but I bought it because I’m a bigger size girl and work from home so I’m in my chair a lot. Unfortunately it doesn’t have many settings for where you want the back to be set. Actually, there’s only two…one for straight and the other is if you want to rock back and forth. The only thing is, I need my chair to be straight for my posture and anytime I lean back hard it doesn’t stay put and it’ll back up further which can be annoying for me. It’s a super comfy chair and I sit on it for 8 hours a day, sometimes more. I just wish the back stayed in place. Good thing is that it was easy to assemble.
  
"
"10","EXCEBET Big and Tall Office Chair 400lbs Wide Seat, Mesh High Back Executive Office Chair with Foot Rest, Ergonomic Office Chair Lumbar Support for Lower Back Pain Relief (Mesh Dark Beige)","This is a very good product. Customer service is also very good ","5.0 out of 5 stars","March 15, 2024","







  
  
    As a WFH professional spending long hours at my desk, I needed a chair that offered both comfort and durability. This chair delivers on the comfort front, with its plush cushioning and ergonomic design. However, I found it to be a bit oversized for my frame, which unfortunately led to some discomfort and back pain after extended use.Thankfully, the customer service team went above and beyond to assist me. Their prompt and attentive support helped me find solutions to adjust the chair to better suit my needs. While it required some extra effort on my part, the end result was worth it.Overall, while the chair may not have been a perfect fit initially, the exceptional customer service made all the difference. If you're willing to put in a little extra work to customize it to your liking, it's definitely worth considering for your home office setup.
  
"
