"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","Bobbi H.","5.0 out of 5 stars","March 16, 2024","







  
  
    For reference I've had a Ficmax and Dowinx gaming chair previous to this one. I wanted a chair in the same competitive market as both but one that matched the aesthetic of my current gaming set up.The biggest plus to me is that this chair was the easiest to assemble out of all three chairs. No awful pilot holes, everything was clearly labeled, only took 5 steps, and most of the screws already had the washers placed onto them before being neatly packaged.Immediately comfortable out of the box, and in pristine condition considering white is the hardest to maintain.All in all this chair is my recommendation compared to both Ficmax and Dowinx.
  
"
"2","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","jessica pfeiff","5.0 out of 5 stars","March 14, 2024","







  
  
    After I research on Amazon , this is the gaming chair I picked!I have to say it’s way better what I thought! First it has easy instructions to install, all parts packed well.Second, it’s comfortable that you can adjusted the back to any angle you like.Finally, the texture of material feel good and you can tell it’s not cheap~Overall I am very satisfied with this product, I think it’s time to get your own gaming chair!!!
  
"
"3","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","jessica pfeiff","4.0 out of 5 stars","March 30, 2024","







  
  
    Looking for a comfortable gaming chair?The OneGame Video Gaming chair provides long duration comfort for those extended gaming sessions. The chair is super easy to build and everything needed is provided. (Including the 6MM allen wrench). In terms of comfort, I’ve used this chair for long coding sessions, and a few long video games and found it to be very comfortable. I guess the most important observation is that I didn’t notice the chair even after an hour of sitting in it. If you are going to be seated for a long time, then consider the OneGame chair.RecommendedBuild: My total installation time was approximately 30 minutes from start to finish. The instructions were extremely clear except for one tiny area. The back bar can be installed in two ways, and the installation instructions are not clear on the correct method. The manual has a QR code that is labeled installation video, but it doesn’t go to a video either. No matter, I skipped that step initially and after building the seat area, it became evident that the back bar needed to be installed with the side with three screws facing down. I also found an installation video on Amazon that shows the correct orientation. (at 1:06 into the video). Overall, the chair build was simple, easy, and fast.Ergonomics: The mesh back and soft seat make this chair comfortable for long periods of time. I had a little issue with getting the headrest, lumbar support, and armrests into position. I think the chair is designed for humans under 6 feet tall. I just removed the headrest to be comfortable since it was too low on my back. The lumbar support falls down every time I get up, but it’s trivial to put it back in place. The armrests will go up and down, and slide front to back, but do not rotate in place.Feel: The chair rolls smoothly on nice high quality wheels. Additionally, the materials seem well made and have a “new car” scent. The scent went away within 12 hours, but I enjoyed it while it lasted.
  
"
"4","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","coda","5.0 out of 5 stars","March 10, 2024","







  
  
    easy installation. One person can do it in about 15 minutes. You can also lie down and watch movies. like very much
  
"
"5","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","hengliu","5.0 out of 5 stars","March 26, 2024","







  
  
    This is the best gaming chair I have ever owned so far, and I've gone though many over my 16 years of playing World of Warcraft! It was very quick and easy to assemble, it took my husband less than 15 minutes to put it together. The instructions were clear and the hardware was well organized.The chair is surprisingly comfortable to sit in for hours. It reminds me of a higher-end driver's seat. The seat cushion is wide and comfortable, not too stiff or too squishy, I would say pretty much perfect. The cushion is vented,so it doesn't retain heat.The backrest is comfortable as well. I wasn't sure if I would like the mesh backing, but it provides support and does keep me cool with the open ventilation. The headrest pillow has an elastic band to keep it in place and is easily adjustable. This also comes with a small lumbar pillow that helps provide great lumbar support. The only down side to this pillow is that it doesn't have an elastic band to keep it in place, so you will have to consistently adjust it to where you want it.The tilt/recline feature is top notch. Great range of angles and the full recline is stable and comfortable. Can absolutely take a nap in this chair if you want to! The seat height adjustment is easy to use and the hydraulic is strong. The arms rests are 3D, so they adjust forward, backward, and up & down. I like the ability to be able to adjust them to make my arms more comfortable while gaming or being on the computer.Also, the caster wheels on this gaming chair are smooth as silk. They glide so effortlessly on my tile floor and the chair is so easy to move, even while sitting down on it. My last gaming chair was old and the wheels were so bad, I could barely roll it around!The only negative I have to say about this chair isn't even about it's materials or construction. It has a couple of black scuff markings on it (pictured) that came on it as we were unpacking it. Not sure where they came from, but it was unfortunate to have marks on the seat cushion and on top of the chair upon arrival. I tried cleaning them off also, but they seem to be permanent black marks. It doesn't take away from the functionality of this chair at all, but it's something to be aware of if you decide to order a white one, it may or may not come with black scuff marks.Overall, I am thrilled with this gaming chair and I absolutely love it. I wholeheartedly give it 5 stars and very much recommend buying it!
  
"
"6","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","hengliu","4.0 out of 5 stars","February 16, 2024","







  
  
    Of all the computer chairs that I have owned, this is definitely one of the most comfortable. My favorite feature of this chair is how the chair reclines, most reclining gaming chairs will only go back and set at 3 or 4 different points and then be locked in to that specific point, where as this chairs reclining can be stopped and set at any point. The seat cushion is nice and is right at that goldilocks zone where it is just fits in between of being soft and firm, and all in the right spots.The assembly is super easy for this chair, the construction is literally 2 pages with big pictures and labels for all the parts and hardware. My wife and I were watching a Tv Show when I was assembling it, and I had it completed before the episode had finished, so in total it takes maybe somewhere between 25-30 minutes start to finish.There is one issue I have with this chair, and that is the backrest, or the back of the chair. It looks and feels like some cheap plastic, mine is NOT broken or busted, but the molding in a few big different spots is very warped, like most plastic molds are made with big metal molds that are pressed together and then molten plastic is poured into it and when they separate the molds it has a perfect shape, the back rest for this however with this kind of warping seems like it was made from one side of a mold, that they just panned and rolled the molten plastic into place with.The reason i bring this up is because the chair pops loudly every time i set in it and lean back. It is a loud enough pop that sounds like something is broken, but I have checked this chair multiple times over, and made sure all the bolts are securely in place, nor is there any busted plastic. So this brings up the question of Longevity, and I cannot be certain that this chair is durable enough to last even a year without falling apart. Now that being said, I have only had this chair for less than a week, its just a sign that this chair is giving that that normally doesn't surface well into a chairs life, and this one is Brand new. I have a sneaking suspicion that the warping in the back plastic I was speaking of is the culprit for the loud popping the chair exhibits when you lean in it.All that being said, the rollers are smooth and the arm rest are great, the Popping in the back rest doesn't make it any less comfortable of a chair and it is indeed super comfortable especially being able to lock the backrest in anywhere.
  
"
"7","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","BellaLovesAmazon","5.0 out of 5 stars","March 12, 2024","







  
  
    This is a great looking chair and is super comfortable. It was a great addition to my gaming setup. I love how unique the white color is. My wife calls it my storm trooper chair. The seat has this perforated leather look that reminds me of a high-end sports car. The neck and back rest are really nice to have. The mesh back and perforated seat breathe really well, so I don't get hot in this chair.It's easy to adjust the height of the chair and the height of the arm rests. Make sure to lock the tilt mechanism. The first time I sat in the chair I nearly fell over backwards.The chair was pretty easy to assemble in about 10-15 minutes. The instructions were good, although the pictures and font were really small. The base required more assembly than other chairs I've owned. It included extra screws, which I greatly appreciate. The toughest part of assembly was attaching the back bottom plastic plate. It was a little difficult to line up and get snapped into place.The only thing I would change about the chair is the lumbar support. It falls down the second I get up. If it could attach to the chair I think this would be an improvement.
  
"
"8","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","BellaLovesAmazon","2.0 out of 5 stars","March 24, 2024","







  
  
    Product had stripped holes, could not assemble with the screws provided.
  
"
"9","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","Josh Jeffries","4.0 out of 5 stars","February 12, 2024","







  
  
    Got this primarily as my office chair. The chair itself has quite a bit of weight to it so that seemed good before even opening the box.Once the delivery box was opened it was disappointing to see that not everything was packed great. The gas lift has already broken through it's packing.  It looked like the base plate wasn't packed right, and the box looked like it was opened (maybe this was while it was at an Amazon distribution center?), but when the chair costs as much as it does, you expect everything to be packed right.  Luckily nothing looked damaged and everything was in the box.Assembly doesn't take very long. The instructions are clear and the screws you need to use are also labeled, so that makes it so much easier. It took me maybe 15 mins to assembly this chair.  Ah allen wrench is included so you need no tools to assemble it.The chair looks good assembled.  The backing is mesh, and feels decent. There's a plastic backing that's the back of the chair and basically it's hollow in-between that and the mesh.  The cushion has good support and feels good fit extended periods of sitting.  I'm not sure how it's going to hold up over time, if it'll flatten, but for now it's good.  The material feels decent too (again hoping the wear and tear is good on this).The armrests, initially look hard, but they have some give so that's a plus. They're not ""soft"" but they're made of what seems like injection molded plastic.  They're comfortable and they have enough height adjustments that my elbows can rest on them properly.The raising and lowering of the chair is easy, and the gas lift seems to work well.  I don't like that the metal part of the lift is exposed (in most chairs I've seen a plastic flexible cover over it). I can see this collecting dust, especially since it seems to have a little bit of grease/oil on it. The recline of the back is good too.  I keep it fairly straight, but there are enough adjustments to get the position you want. The rollers on this are very good, and it moves so easy.Overall this is a good chair, and I'm only knocking off a star due to the poor packing.
  
"
"10","OneGame Video Gaming Chair, Breathable Computer Racing Style Swivel Chair Adjustable Backrest Ergonomic PC with Lumbar Support, BlackRed","Brandon","4.0 out of 5 stars","March 28, 2024","







  
  
    Fairly decent office chair. I love all the different options with the reclining and raising and lowering of the chair. Those work great. It's not as padded or comfortable as some of the office chairs i've had but it works for what I need it to. The extra pillows and lumbar pillow are a little too stiff and are loud when rubbing against the main material of the chair. Assembly was fine besides the instructions not showing a very good description of which direction the back bar needs to go. So I guess on that one. Other a decent office chair.
  
"
