"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","PopSockets Phone Grip with Expanding Kickstand, Black","Ricki","5.0 out of 5 stars","March 22, 2024","







  
  
    So I've always had a pop socket on any phone case I've had for the grip. What I dislike about them is that the design always wears off after time, and once stuck to a case, they're impossible to ever remove. I got a new phone and had to purchase a new phone case. The case I bought said it was 'MagSafe compatible', so when it came to purchasing a pop socket for the new case, I got this one. I've never used the magnetic line before. I LOVE that I can remove my pop socket now at any time, and that I can actually use a car mount as well! My old pop sockets made it so I never could. I will definitely always be purchasing the magnetic pop sockets in the future- though I don't think I'll need to ever re-purchase because I can simply remove this one and put it on a different case!
  
"
"2","PopSockets Phone Grip with Expanding Kickstand, Black","Joe GoodVibes","5.0 out of 5 stars","March 11, 2024","







  
  
    The PopSockets Phone Grip with Expanding Kickstand in Neon Pink is an absolute game-changer! Not only does it work great as a phone grip, providing a secure and comfortable hold, but the expanding kickstand is also incredibly convenient for hands-free viewing.I love the vibrant neon pink color, which adds a fun and stylish pop to my phone. It's a great way to personalize and accessorize my device while also adding functionality.The adhesive backing is strong and secure, ensuring that the PopSocket stays firmly in place on my phone. Plus, the collapsible design makes it easy to adjust and fold flat when not in use, so it doesn't add bulk to my phone when I'm not using it.Overall, I'm extremely impressed with the PopSockets Phone Grip with Expanding Kickstand. It works great, looks fantastic, and adds both style and functionality to my phone. Highly recommend!
  
"
"3","PopSockets Phone Grip with Expanding Kickstand, Black","AAimeeD","5.0 out of 5 stars","March 11, 2024","







  
  
    I’m a big fan of popsockets. But when I switched to a MagSafe case, I couldn’t use my old ones anymore. Then I found this product! A few bad reviews, but I think those ppl had the wrong case or something because this thing is AMAZING!! Strong hold. Sturdy. Exactly what I’d expect from this brand. I have an iPhone 15 max pro and it’s able to be picked up by just the popsocket and holds like a champ! Don’t believe the bad reviews. This thing is perfect. I have a Kate spade MagSafe and works like a dream.
  
"
"4","PopSockets Phone Grip with Expanding Kickstand, Black","Regina","5.0 out of 5 stars","March 1, 2024","







  
  
    I love these popsocket magsafe bases for my popsocket tops! they attach to any MagSafe device or MagSafe case for your phone! They have a decent and strong magnet design and I haven’t had any problems at all using them but most of all they have made it so convenient and easy to just grab my phone or be able to use and hold my phone while I’m using it… definitely a fan of this product and will continue to constantly buy and support this company and its products!
  
"
"5","PopSockets Phone Grip with Expanding Kickstand, Black","Brooke","4.0 out of 5 stars","October 18, 2023","







  
  
    So far I have kind of a love/hate relationship with this Popsocket. I've been using regular adhesive Popsockets for many years, so when I finally got a MagSafe compatible case for my phone I was so excited to try the MagSafe Popsocket. So I'll start with the good things:1) Obviously, having the option to remove the Popsocket completely is top tier. I was able to wireless charge before (not with MagSafe) with the adhesive base on my old case, but removing the Pop grip entirely helps my phone connect easier. Also, it's just nice to have the option to take it off if I don't want it there for whatever reason, and I don't have to worry about adhesive ruining my case.2) Magnets are nice and strong so I'm not worried about it falling off. In fact, I struggle a bit to get it off sometimes.3) I got the warm lavender and the color is very pretty. I believe the top is swappable too, although I have a hard time twisting it off, I think because of the thick edges around it.Which brings me to the things I don't totally love...1) How big it is. I know this round design is a huge improvement from the ""pill"" shaped MagSafe grip (which I would never have bought lol), and I know it has to be a certain size to work with MagSafe anyway. I guess I'm just not used to it taking up so much space on the back of my case. For reference, I have the regular iPhone 12, so maybe you have one of those huge pop-tart phones it won't look so large.2) The border around the actual grip where the magnets are. Don't get me wrong, it's slim and fits against the phone nicely, but it feels weird to hold because there's less space for my fingers between the grip and the back of the phone now. Maybe I'm just too sensitive, idk.3) This is probably me being weird again but for some reason when my grip is closed down, whatever type of plastic it's made of makes a strange sticky/squeaky sound. I think because it's a different type of plastic than grips I've used before, since it's translucent. Now, some people might not notice this, or some people might even like it. As I said, I'm just a little weird, but the sound bothers me regardless and makes it seem kinda cheap. Which for a $30 phone grip.... yeah, not McLovin' it.So, long story short, I have no idea if I'm going to keep this. I guess I'll try it for another week or so and see how I feel about it. Not gonna lie, the few days I was Popsocket-free I liked how sleek my phone looked without one... until my butterfingers kept almost dropping it and I realized I desperately need some kind of grip. I don't want to go back to a regular Popsocket with the adhesive, so maybe I'll look elsewhere for a MagSafe-compatible grip that I don't have so many gripes with.Anyway, I can't believe I said this much about a Popsocket, but here we are. Talk about first world problems. Kudos to anyone who actually made it through this lol
  
"
"6","PopSockets Phone Grip with Expanding Kickstand, Black","Brenda","5.0 out of 5 stars","March 22, 2024","







  
  
    I was really sad when I upgraded my phone and bought a speck magnetic case. Realized after they charged me like $50 for the case(shouldn’t have gotten it thru the cell phone company. Lesson learned) that I couldn’t use my beloved pop socket and still use my magnet car mount. The socket kept the magnets from barely touchingThen I saw this and now I have the best of both worlds. I’ve only dropped my phone on my face about 5000 times since not having the pop socket. So I’m very glad to have it back and still be able to use my expensive case(🙄) and car mount!The magnet is strong but still easy to get off when you want it off. Very sturdy. Definitely recommend!
  
"
"7","PopSockets Phone Grip with Expanding Kickstand, Black","Brenda","5.0 out of 5 stars","March 21, 2024","







  
  
    After purchasing my first Apple phons  that has the magnet & requires mag safe accessories , I bought , tried & returned three other mag safe accessories to use to hold phone in hand. They were highly rated. I missed my pop socket so much! When I found this mag safe pop socket & it has been 100% perfection!The pink look awesome on my black phone case. Worth every dime!
  
"
"8","PopSockets Phone Grip with Expanding Kickstand, Black","Shannon LeCoq","5.0 out of 5 stars","March 18, 2024","


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    
I love this popsocket. I was hesitant for a while to buy this, for I didn’t think that it was truly going to hold my phone and not fall off. I was wrong. This magsafe popsocket holds my phone amazing and has never fallen off, or (unless wanted)come off my phone case.  It is super easy to attach. It is easy to take off with some force. You are able to wireless charge. I did not use the magnetic circle that came with it. I have a phone case that already has one in it, but I’m sure either way the product would work the same. I would highly recommend this product to anyone that wants a pop socket that is able to come on and off so that you are not restricted when it comes to using other products.
  
"
"9","PopSockets Phone Grip with Expanding Kickstand, Black","Melanie","5.0 out of 5 stars","March 18, 2024","







  
  
    For $10 I thought (a) the adhesion would come undone, or (b) the device would break. I pop it in/out many times a day, used on my Kindle while laying on my back. Ie, the full Kindle downward gravity against the pop socket. And I read many hours a day, so this has really stood the test. I fiddle with it sometimes, popping it in and out, rotating it, and it's never ""joint health"" so to speak. I'm pretty surprised.Ok, this being my first PopSocket, I don't know if they vary in terms of depth (how long it pops out) - but as a large man, it's pretty uncomfortable to sandwich between two fingers. It splays my fingers really wide, and I think it could be bad on the knuckles over time. I've switched to holding it skip-finger: ring and index, with middle resting on the top. That's the most comfortable, but I just feel if they gave it a tad more depth it wouldn't be necessary. Either way, I think mixing it up a bunch is your best bet besides, so you'll find something that works for you.
  
"
"10","PopSockets Phone Grip with Expanding Kickstand, Black","Melanie","5.0 out of 5 stars","March 25, 2024","







  
  
    I loved my old popsocket and with my new iPhone 15 I needed something new.  I decided to do magsafe and bought this cute Harry Potter grip.  LOVE.  It sticks to the back of the phone so well.  I have never had an issue.  I do have to take it off for the car mount because the popsocket brand does not work with iPhone 15, but that's okay because the grip pops on and off SO EASILY!  I do like my grip lower because of the way I hold my phone, but this has worked out and I'm getting used to it.  Would definitely recommend and buy again.
  
"
"11","PopSockets Phone Grip with Expanding Kickstand, Black","K.M","5.0 out of 5 stars","March 6, 2024","







  
  
    This is a game changer! I am just now finding out that they make magnetic pop sockets!! I hated always having to take the case off to set it on my wireless charger on my bedside table at night to charge. Using the cord for charging, fine, but anytime to use a wireless the pop sockets that were adhered in place, were simply inconvenient. Also with car phone holders, I’d have to purchase one with a hole for the pop socket to fit in. Now I can just remove it, set it, and reattach when I’m ready! I can’t believe I haven’t already known this! Strongly recommend.Note- it stays in place well, strong hold for gentle to normal use! Now if you’re rough with your phone, or drop it, it will pop off if it’s a rough/strong hit. Otherwise, it’s fantastic!
  
"
"12","PopSockets Phone Grip with Expanding Kickstand, Black","Rebecca","5.0 out of 5 stars","March 17, 2024","







  
  
    This is my first MagSafe Popsocket and I love it! Way nicer than the sticky adhesive ones, which I’ve been using for years though because I do love all Popsocket products. The magnetic one just feels like a really sleek upgrade. I have an older iPhone 11 and am using a special MagSafe compatible case on it. So I did not need to use the magnetic adapter ring that Popsocket offered in the package. Love love love the lavender color against my clear case and white phone! Will definitely continue to order Popsocket products in the future.
  
"
"13","PopSockets Phone Grip with Expanding Kickstand, Black","Rebecca","5.0 out of 5 stars","March 26, 2024","







  
  
    At first, I couldn’t understand what the rave was about.  So I decided to buy one and I also bought a magnetic base and mounted it to the base for my MagSafe phone.  This way I could pop it off and put it on anytime I wanted and it did not interfere with placing my phone on the charger.  I have to say I really love it, and regret not purchasing one sooner.
  
"
"14","PopSockets Phone Grip with Expanding Kickstand, Black","Anna","4.0 out of 5 stars","March 24, 2024","







  
  
    Nice but don’t like size I’m used to the regular popsocket if your a fan of those then u will feel the difference of grip/size between your fingers when u are holding it I kinda get cramped hands holding it I don’t think I will keep using it it is really nice color and style just the sizing for my small fingers aren’t too great better for people maybe with larger hands also the magnet works great n it’s nice it came with a sticker magnet which I didn’t know I could have just put on my old case instead of buying a new case
  
"
"15","PopSockets Phone Grip with Expanding Kickstand, Black","Chanel","5.0 out of 5 stars","March 23, 2024","







  
  
    I've used pop sockets for a few years now. Mine would have lasted longer, except I made the mistake of wearing my phone on a lanyard & caught it on a drawer handle when leaning over at work. Since I have a vinyl phone case, I have used super glue to make sure the socket is securely in place. Other than that, it sticks well with the adhesive already on it.
  
"
"16","PopSockets Phone Grip with Expanding Kickstand, Black","Chanel","5.0 out of 5 stars","March 24, 2024","







  
  
    LOVE this! I’ve recommended it to many people. Upgraded phones and the old adhesive ones that won’t work as I charge through my case. I pop this off at night and charge. So easy to remove. I also purchased the one that holds 3 cards so I can use it on a cruise without having to take my purse with me. Highly recommend these. They are worth the $!
  
"
"17","PopSockets Phone Grip with Expanding Kickstand, Black","Kindle Customer","5.0 out of 5 stars","March 18, 2024","







  
  
    I love this MagSafe PopSocket!Got the opalescent color which looks perfect with my lilac phone case on my purple iPhone.Holding my phone can sometimes make my hand start to hurt. This popsocket provides a barrier between my hand and the phone.I tried to go popsocket-less for a while but my hand pain greatly increased. Big mistake!I combined this with the popsocket MagSafe car mount V2 and it’s perfect.Very happy!
  
"
"18","PopSockets Phone Grip with Expanding Kickstand, Black","Gromit4 ","5.0 out of 5 stars","March 24, 2024","







  
  
    I wasn't sure if I would be happy with a magnetic pop socket. I have been a pop socket user for many years (need it for selfies) but had always used the sticky ones. This magnetic one is excellent! The magnet is very strong and sturdy and yet, when I need to remove it, I can. Very happy with this high quality purchase!
  
"
