"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Alex Taylor","5.0 out of 5 stars","March 15, 2024","







  
  
    Great product, fast delivery. These perform as expected, fit over my glasses, protected my eyes while viewing the eclipse. For the price, it's a great value.
  
"
"2","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Andrea Cook","5.0 out of 5 stars","March 16, 2024","







  
  
    These glasses were great!  They were sturdy enough to survive a day in my backpack & still provided clear, safe views of the eclipse!  I highly recommend them!
  
"
"3","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Starhustler71","5.0 out of 5 stars","February 22, 2024","







  
  
    These were shared with those who passed by and also wanted to view the eclipse October 14th, 2023! They covered eyes well and stayed put & did not fall off. Provided safe viewing of the eclipse.
  
"
"4","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Jerri C","4.0 out of 5 stars","March 13, 2024","







  
  
    Got these for the solar eclipse.
  
"
"5","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","G. Oberg","5.0 out of 5 stars","February 8, 2024","







  
  
    They look like they should work fine. Should also fit over most eyeglasses as well. Actually read that they should be under your glasses.Important,! They are the correct ISO certification 12312-2For the low price its a good deal.
  
"
"6","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Amazon Customer","5.0 out of 5 stars","March 17, 2024","







  
  
    Great product that works as advertised.  We used these glasses to view the October eclipse and they worked perfectly.  They allowed us to safely view the eclipse and are sturdy enough to use again for the April eclipse.  Would buy again if we needed more eclipse glasses.
  
"
"7","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Leslie Starr","5.0 out of 5 stars","March 22, 2024","







  
  
    The glasses work great they are inexpensive. You get six pair. We had enough for us and my parents. If you take care of them, you can use them next time.
  
"
"8","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","april whaley","5.0 out of 5 stars","February 9, 2024","







  
  
    We used the glasses to look at the last solar eclipse. They worked so well and we were able to look directly at the sun without any issues at all. Even wear regular glasses under the solar glasses. These glasses made our experience so much more enjoyable and we were able to have a homeschool class about the solar eclipse and talk about safety along with the glasses. It's was great.
  
"
"9","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Chickens are not allowed ","5.0 out of 5 stars","March 22, 2024","







  
  
    These glasses worked great! We bought them to view the eclipse this past October and were so pleased that we decided to buy more for the upcoming April Eclipse. We passed extras out to people in the park last time and want to be able to do it again.
  
"
"10","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","CJ Sol","5.0 out of 5 stars","March 26, 2024","







  
  
    The safety rating is exactly what rating is required to see the eclipse. It comes with six pairs of glasses per pack; they are  high quality
  
"
"11","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","WW","5.0 out of 5 stars","March 26, 2024","







  
  
    Your eyes are completely protected. They worked beautifully & would recommend them to anyone.
  
"
"12","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","Stephanie Sanchez","5.0 out of 5 stars","March 29, 2024","







  
  
    These worked well for our viewing party
  
"
"13","Solar Eclipse Glasses AAS Approved 2024 - [6 Pack] Trusted for Direct Solar Eclipse Viewing - ISO 12312-2 & CE Certified","gail prelli","5.0 out of 5 stars","March 27, 2024","







  
  
    The eclipse glasses meet the safety standards
  
"
