"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","6km91","5.0 out of 5 stars","April 17, 2024","I received it yesterday after ordering it one day last week. I love it, even though the video may lag it does meet my expectations. I plan on getting the in home camera soon. The video quality is clear in the daytime as well as the nighttime. Super easy to set up and super easy to install on your doorframe or wherever you decide to place it. 10/10 i really do recommend"
"2","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","Whose That Guy","5.0 out of 5 stars","November 4, 2021","The media could not be loaded.
                
            
                
            
            
        
    
    
If you are like me you are a happy existing Blink Camera user who is thinking about adding the door bell to your existing setup. I had a blink camera setup aiming at my front door so at first I was not too sure that I really needed the door bell.  However for the cost I am very glad I got one.  There are a couple of things to know:(1) If you are an existing Blink customer, you do not need a second sync module.  All you need is the door bell and you can simple add it to your existing account (as easy as adding an additional camera).(2) If you are planning on hardwiring the blink doorbell to your existing doorbells wires. . . . you still have to use 2 AA batteries to power the camera.  This did not make sense to me as I figured my hardwires would power it, but sure enough after calling Blink support I realized I needed to put the AA batteries in the camera.  The hard wire will allow your blink doorbell to ring the doorbell in your home but will not power the camera.(3) You can turn on motion detection or just have the blink door bell turn on when the door bell is rung.  This is a nice feature.  If you want to catch anyone that comes to your door (whether they ring the bell or not, you can simple turn this feature on in the app).  If you want to save battery life and are only interested in door bell ringers you can turn motion detection off.(4) It has two way audio, meaning you will always hear the person at your door. . . . but you can also choose to speak to the person if you choose.  For me the audio the person at the door hears comes across a little staticky, but that could be my phone or the fact that I am using the corner mount.(5) It has more of a fish bowl view so it catches a wide view (meaning it can cover most of your front porch)(6) There is no additional cost to having the Blink doorbell or camera system.  Unlike other door bell systems out there, there is no additional cost to the Blink Doorbell.  The app is free, cloud storage is free, downloading images or videos is free, etc.If you are looking to set it up with just batteries and no wiring to an existing doorbell system, setup is a breeze (will take two minutes).  If you are looking to hard wire it, it is still pretty easy.  I am not a handy man and what I know about electricity will shock you (get my joke) but even I was able to hard wire it.  Get the doorbell, you will be glad you did.  Hope this review helped."
"3","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","Gump","4.0 out of 5 stars","November 21, 2023","Okay,  1 year using and 1 year to learn so as to give a real review,  it's not some 4k ultimate video recording doorbell,  but the video is clear enough and dollar for dollar it might be one of the better 1080 doorbells,  it does have some issues I found work arounds for and some I couldn't,  the reviews you read saying it's very slow to motion alert you are not just hard to please customers,  it is an issue,  It is slow to alert you thru the app on your phone,  why I have not a clue,  the work around is if you have Echo Dot or Echo Show and you know how to set up routines,  have Alexa tell you when that device detects motion,  I found it lightning quick,  why that works faster I don't know,  lol, remember I'm doing honest review on how things worked for me.  I also discovered you can have Echo Show or Echo Dot be your chime so again if you understand Alexa routines,  and you have alexa devices,  you will never have an issue hearing when someone rings your blink Doorbell,  don't forget to link your Blink app and the Alexa app to ensure the above things work for you,  okay on to issue I can't find a work around,  Blinks idea of battery life reminds me of auto manufacturers MPG  estimates,  we all know in the real world it's not going to happen,  sure,  if you dial down all the features,  you might get half of what Blink says,  but then I ask you,  why have it,  we buy them to use them right  ?, so I have found average battery life even using the suggested energizer ultimate lithium,  is about 6 months,  not 2 years  and don't care how they or their paid reviewers try to spin it,  it's not going to happen even if you dial all the features down,  making it a waste of money,  and yes I'm using the sync module which is supposed to help battery life,  maybe it does,  can't answer that but real life,  no B.S. spinning,  your not going to come close to their battery projections,  my only work around for that is the batteries are easy to change and I understand and can deal with this,  Speaking of the Blink module,  I use it for local storage and I also use the pay for cloud storage,  that's another non work around issue,  far far to many features are LOCKED OUT,  if you don't pay for the Blink subscription,  Now if you don't care about saving videos and you just want to know who is at your door regardless if you are home or away,  this will alert you,  it will display to you video of who and allow you to talk to them also and I must say it does a good job at it and you don't need the blink subscription and if you do have the Blink module and a usb stick in, it will save those for you,  at short lengths,  but it will do it.  Overall it is a good security device,  and although obviously it is far from the better ones.  From a pure value Perspective I would highly recommend this,  , easy to install,  no wires,  pretty much can put it where you want it,  Again it does everything pretty well,  One of the best prices out there,  just understand it has shortcomings,  but also understand it's price,  and it will certainly do the job for you,  this isn't a trashing review,  I  tried my hardest to be real and actually recommend it,  it just doesn't function at the upper levels of some of the others,  but it doesn't have the upper price tag , plus I am actually going to buy another,  remember,  you can put them about anywhere,  I actually have one stashed at the front of my house,  not by the door,  it gives me a full frontal view of my home when I am away,  sure it is a Doorbell but it is a camera as well and at this nice price why not,  weather elements have not hurt mine a bit in the 13 months I have had them,  including the one not by the door and pretty open to rain,  snow and cold,  it has held up well,  still ticking,  no signs of wear,  so another plus"
"4","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","Katie Ann Williams","5.0 out of 5 stars","April 3, 2024","Taking the time to edit my review because customer service made things right. After posting the 1 star review below, customer service reached out to me and sent me a new synch module. I was able to set up the new synch module in under 5 minutes and everything was working as expected. 5 starts for customer service.Do not purchase. Synch module stopped functioning and would not connect to WiFi. After weeks of back and forth with customer support they stopped responding to my request for help. I am out $100s of dollars in equipment and subscription fees: do not waste your money on Blink products."
"5","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","coach316dc","5.0 out of 5 stars","December 31, 2023","I was initially looking at another brand because they had a wireless video doorbell that came with its own chime.  My home was built in 1897 and I don't have existing doorbell wiring or chime in the house.  So wireless doorbell that came with a chime was the way I wanted to go.  Only problem, this other brand didn't offer all the options and/or configurations I was hoping for.Then I was introduced to Blink.  It had all the options I needed.  Granted it doesn't have its own chime, BUT....you can use the mini or Alexa as your indoor chime.  Perfect!  Had the corner mount so I could point the video doorbell camera towards the entrance to the porch.  Again, old home on a corner with a wrap around porch where the entrance to the porch was on the corner and the door was at the end of one side.  Does me no good to have the camera pointing straight ahead into the front yard.  You can mix and match all of the devices to get the optimum setup for your needs, and they all connect seamlessly.Then I started doing my research on Blink.  Reading the reviews from customers really made me question if I should buy.  Too difficult to install.  Too difficult to set up.  Can't connect to Alexa.  Battery life a fraction of what they claim.  Cameras always disconnecting.  I'm glad I ignored the reviews, chalking up the technology issues to people just not being tech savvy.  I was right.Installation was extremely simple.  Not a fan of the online instructions instead of a booklet, but I managed.Sync Module, video doorbell, 3 outdoor cameras and 1 mini indoor camera connected to the Blink system with no issues.Connecting to Alexa was equally as flawless.  Set up the Blink skill in Alexa and ""she"" immediately found all the Blink devices. Our Echo in the living room, Echo Dot in the bedroom and the indoor mini will all serve as chimes wherever we are in the house.  The Echo devices will also announce any motion detection.  We can arm and disarm the system by voice command with Alexa.  Disarm does require a voice pin code which you have to set up in the Alexa app.Setting up and managing the devices in the blink app is fairly intuitive and straight forward.  You can adjust the motion sensitivity, set up privacy and no detection zones.  After setting up the doorbell out of the box, we would get random motion detection notifications.  After checking the clips, it had to be either vehicles passing in the street facing the door, or a flag flapping in the wind at the end of the porch where the steps are.  I shut off motion detection in the street, lowered the sensitivity slightly, but  left the flag area on, and no more false detection's.  So it was definitely not the flag tripping it.  Camera still picks up people as they come to the top of the steps and alerts us.Video quality is pretty decent.  I'm please so far.  Haven't been able to test what the night video looks like, or the two way voice at the doorbell  yet.  Once I am able to and if there are any real issues, I will edit my review.As far as battery life, it's too early to tell.  All the documentation I have read indicates that with the sync module and turning off settings or features you don't really need will extend the battery life to the 2 years claimed.  Time will tell.If I had a complaint so far, it's the fact that the time it takes from notification until a live view of the camera finally comes up in the app, the person tripping the motion detection has dropped off the package and left.  That timing needs reduced greatly."
"6","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","Richard R. Walkup","1.0 out of 5 stars","February 19, 2024","I have never such an indebt review, but I spent a whole year going through doorbells. I will start from the beginning of my experience. I will list the 3 main doorbells I bought, Why I bought them, what I didn't like about them and why I returned them and the refund process.This is what I was looking for in a doorbell. Also, I learned through out the process what was more important for my needs. It needed to be Wireless for easy insulation. Good night vision. Good AI detection, a separate chime for indoor, remote monitoring, a long lasting battery, Elderly friendly & easy to use, and one of the most important needs were budget. I didn't want to spend a big amount on the doorbell, Then, spend money on a app, cloud subscription, separate chime, & Alexa. I was buying these for my grandparents. They do not understand having subscriptions for everything nowadays, but has to be easy to understand and use.EKEN wireless doorbell and Chime; Bought on February 13, 2023. The reasons I bought it were, said it was free and no subscription, indoor chime, and the price. After buying this one I really learned what was important and if things seem to good to be true they probably are, duh right. First off, the app is free to downloads but is not free after that. There is a monthly app fee and cloud storage free. Also, the app is a Chinese app. its complicating and not user friendly. I got notifications every time a car went by. it was annoying. I only could see the street. It didn't show any of my drive but the very end. Only worked with 2.4 Wi-Fi. You could only have one indoor chime connected and it was not loud enough. One of my most annoying facts about this doorbell was I had to charge it every week! I live in rural area and I couldn't imagine how soon I would have to charge living in the city.  I returned EKEN on September 19, 2023 because it quit working. It would no longer connect to the internet or the chime. it was frozen for weeks. In the end I'm glad it gave out because it was really more of a nightmare and not free like they say! I paid $46 for this doorbell.Blink Wired/Wireless Doorbell; Bought on July 31, 2023. I really had high hopes for this one. This one was the most misleading, very vague information, and the hardest to get a refund on. This is not a wireless Doorbell. For it to really work with out an Alexa, google home or some kind of in home system you have to wire it. There is no indoor Chime. You are not told about  Sync Module when buying. The app is free but cloud storage is not and you need locally storage with the Sync Module 2 and USB drive (each sold separately). I was not aware of this when I bought it. However, with out an Alexa I couldn't even get it set up and use it and get the local storage later. I thought we could use the app like every other doorbell but with out the Alexa you will get no notifications. It doesn't say when I returned it, but I remember them telling me after a non-pleasant- conversation to keep the product and we will refund you. If you are wondering... no, you can not take it home and hook it up to your Alexa. they disable it unfortunately , 😒🤣. I paid $60 for this.Eufy Security, Battery Video Doorbell C210 Kit, Wi-Fi Connectivity, 1080p, 120-Day Battery, No Subscription, AI Detection, Wireless Chime Included, 2-Way Audio, Remote Monitoring for Apartment Living; Bought on November 5, 2023. I waited till the doorbell died for the first time to write the review. after the first one it was really important to me for it to have a reasonable length in a battery! I charged it for the first time for a good amount of time. The first's charge is always the most important on any battery powered electronics. It died on 2/15/24. The battery lasted 100 days with moderately amount of use. I am very happy with it. It does not take long to charge back up either. I am not getting a notification every time a car goes by either. The AI in the doorbell works really well on telling me when someone is here or when there is activity. Great night vision. One of my Favorite is it came with a free angle piece! so I see my whole driveway and street. The house is a normal ranch house so the driveway is 'normally' placed 😂 none of the other doorbells came with a angle piece and the insulation looks great. There is a piece it snaps in-to, so, no thief can run off with it and protects it from water. Moreover, ITs free! The app is free and the chime is also a storage device! The chime is loud and has more then one chime. I did have to buy a memory card for the storage. In the reviews I read it said It has to be SanDisk 128GB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-128G-GN6MA. You can have a lower GB but nothing higher then 128GB. I have had no problems with it  its just a basic memory card but works great with doorbell. I have had no problems with doorbell or local storage and chime. The app is super elderly friendly and easy to use. the company brags about being budget friendly. Eufy says, ""No Subscription Required: Designed to protect your home as well as your wallet, Eufy security products are one-time purchases that combine security with convenience."" I have no complaints with this product. I had to spend more money with this one but because I don't have to pay for a subscription, app fee, and cloud storage (storage is after the moment of doorbell going off being able to see it) I paid $99.99 with a $20 coupon. The memory card was $13.88. With doorbell and everything included, memory card, and coupon & tax; I paid $100.91.I Know this a long review, but if I could save someone a year of wasting time on doorbells I hope I can help!"
"7","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","AllDayShopper","5.0 out of 5 stars","April 15, 2024","The Blink Video Doorbell is a fantastic addition to any home security setup. The two-way audio feature allows for seamless communication with visitors, while the HD video provides clear and crisp footage of your doorstep. The motion and chime app alerts ensure that you're always aware of activity around your door, even when you're not at home.One of the standout features of this doorbell is its compatibility with Alexa, making it easy to integrate into your smart home ecosystem. Whether you choose the wired or wire-free option, installation is straightforward, and the black color option gives a sleek and modern look to your entryway.Overall, the Blink Video Doorbell offers excellent functionality, reliable performance, and peace of mind, making it a top choice for anyone looking to upgrade their home security system."
"8","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","JustaDude","3.0 out of 5 stars","January 5, 2024","Preface: This brand is now my 3rd brand video doorbell due to very poor motion detection lag. So 3 start ""for now""...That being said, BLINK motion detection has surpassed the other two brands by FAR! I will not mention the other brands here (one starts with ""RI"", and the other with ""EU"" is all I'll say). Maybe a little too good actually, it's picking up vehicles that are hundreds of feet away! So I need to take time to adjust so as to not get as many false notifications.The daytime video quality is on par with the best of them, and here's the BUT... The nighttime video quality (if you can even say that) is subpar at best (trying to be nice here). Only thing it is good for at night is motion detection (discovered I have a skunk wandering around at night I had no clue about, now I look for when taking the dog out) and a video clip of a barely discernable shape, at night only objects/people/animals very close to the camera, am I able to make out. Otherwise, they simply look like a fuzzy ghostly blob, forcing me to leave the outdoor light on all night to get some definition in the clips. Other's have FAR superior night vision!The sound is also subpar, but livable I guess... I just leave it off unless I need to hear who's at the door to respond.I like being able to use my home's original chime too, last brand (starts with EU) this was not an option & it came with its own chime that takes up yet another outlet for no reason...Gripe #1: My BIGGEST complaint, the thing has to have batteries to operate even if it is hardwired!!! Why Blink, just WHY... Maybe because its owned by Amazon & Amazon sells batteries!?!?!? PLEASE for the love of w/e you believe in, give us a wall adapter to eliminate FREQUENT battery replacement! The batteries ion this thing only lasted 4 days until the camera went offline. When I finally got home from work & inspected it, swapping batteries was the only thing that brought it back to online. THIS IS A DEAL BREAKER! I have researched how to make my own AC wall adapter, but we really should NOT have to do this on a hardwired doorbell cam that is already being fed AC power from the house's chime transformer!Gripe #2: The fact that I have to purchase yet another module to store clips locally or be forced to subscribe to use the thing as intended, is yet another annoyance (also why I ditched the other's I used previously), which may also ultimately push me away from BLINK... I already pay for PRIME, why not include this subscription for free to PRIME members, betting they'd sell a lot more if they did so...Will update if things change, but not very hopeful... 😒"
"9","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","team W","4.0 out of 5 stars","February 26, 2022","I am a long-time user of Blink, meaning I am in the ""grandfathered"" set of customers with free, limited cloud storage for video.  Overall, I think if you are already a Blink customer, this is a good addition to your system.Install: I needed one of those ""wedges"" that turns the camera to face out and using that, the install was pretty simple.  I agree with the people that noted that the back plate it comes with (which you still use when installing the wedge) is a little cheap and janky.  But the wedge is more sturdy and the resulting install is probably a little bit more solid and better than if I had just mounted the flat plate to the wall.You do need a good sized piece of flat wood to screw everything into.  This is not going to mount well to raw siding, curved trim pieces around doors etc.  You'd have to attach a small board to the surface of anything like that and then mount it to that board.Power vs. batteries:  I have one of those wired doorbells that is old-school, with the metal strikers that hit little chimes, not a digital doorbell.  This apparently matters because you need more power and a slightly larger transformer to drive one of those doorbells.  In turn, that means the transformer has enough power to power the blink doorbell.  If you have a digital doorbell you may (or may not) need to rely on the battery for the cameras.  It all depends on how big the transformer for your existing, wired doorbell is.  During the setup it asks you what kind of doorbell you have, and has a fairly sophisticated set of settings to make sure that when it sends a signal to the physical doorbell it is sending the correct amount of power to strike the chimes correctly.Set-up: Very easy and painless, almost exactly the same as setting up a regular blink camera.  Put in the batteries, scan the QR code, it finds the camera, links it to your existing system/sync module and you are ready to go.Motion Sensor: If you are already pretty familiar with Blink cameras, you know they can come with one of two kinds of sensors to detect motion.  Camera based sensors that just detect changes in the picture and more traditional sensors that only detect actual, physical movement.  The cheaper Blink mini only has a camera based sensor, while the more expensive units only detect actual physical movement with a dedicated motion sensor.  Both kinds of sensors can be triggered falsely by something like blowing leaves, but the camera-based sensors cannot distinguish changes in shadows and light from actual movement and so they have much higher rates of false detection.  Unfortunately, the blink doorbell appears to only have the cheaper detector that can be fooled by changes in light.  It does, however, have a more sophisticated, narrower grid of zones you can exclude from movement than the older Blink mini.  How much this matters to you is going to depend on where you plan to stick the camera - if you point your doorbell camera directly at a busy road and don't lock out the parts of the image that covers the road, you will get constant alerts from every car that goes by, or every person walking on the sidewalk, etc.  So think carefully about where the camera will sit and whether you want one of those wedges to tilt the direction of the thing to keep the camera aimed only at places where you actually want it to detect motion.Video quality: Very good, with a wide angle, almost fish-eye lens, so you get very good broad coverage of the area you are pointing the camera at.  There is also a microphone that records sound while you are recording video and it seems to work ok as well.  In theory you can use the thing to have a two-way conversation with whoever is at the door, but I haven't tried that yet.  I am, overall, very happy with the camera quality for the price here.Sound Chime/notifications:  When you push the doorbell, a chime inside the module itself goes off.  It is reasonably loud and lets the person ringing the doorbell know they definitely rang it.  The light on the button also lights up briefly to confirm the chime was pressed.  Would you, sitting inside the house, hear the chime the doorbell makes outside?  Probably, if you are in a small, quiet house.  Would you hear it  down in the basement of a large house with the TV or music on?  Absolutely not.  So if you are not hooking this up to an existing doorbell with a properly loud internal chime, then you will want to have it hooked up to your Alexa.  I don't use Alexa so didn't test that feature.  You do get a notification on your phone, when somebody rings the bell,  but I think most people will want either a hard wired connection or an Alexa connected to this thing to make sure they always hear the doorbell.What don't I like?I wish it had the same motion detection sensors as the larger blink cameras.  I would have paid more to get that.  Because it uses the camera to sense motion there are places where it really won't give good results.  So think very carefully about where you will place this, how often the wind will blow trees and create moving shadows within the motion detection zone, etc.It is annoying that even when the device is hard-wired, the light around the doorbell button isn't constantly lit.  Just as if it were only running on batteries, it only lights up when you press the button.  Not a huge deal in my installation, but if you don't have a porch light on, your doorbell will not be obvious to visitors.  It is particularly odd that they put a red LED into the thing which apparently has no purpose other than in the initial setup.  The design would be much better if the lighted ring around the button was always lit and then it flashed or turned red when you pressed it.  It appears all of the hardware necessary to do that is in the device, but it is not programmed that way.  I get that when the device isn't hardwired you don't want the button lit, but when it is powered it really should be lit in the dark.For $50, this thing is ok.  If you get it on sale, then it is a good deal, at least if you are an existing Blink customer.I am surprised that they killed off the little bit of free cloud storage for new customers.  That can't cost very much to provide these days and it was the key differentiator between Blink and some of these other companies that provide more elaborate, high-priced options.  Blink's claim to fame is that it works well enough and is cheap.  But if you have to pay a bunch of money for cloud storage no matter what, I would probably look at the more expensive options vs. Blink.  It stops being a compelling value once you start having to pay for video storage."
"10","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)","Roland MJ Ziemke","4.0 out of 5 stars","January 5, 2024","I first bought this in October of 2021 and my impression was, ""it's good enough for the price."" I've had two years and quite a story to tell, so get comfy. The short version is that I'd definitely recommend it, especially if Ring is a little too rich for your blood, but there are some caveats to be aware of.The first complaint I had with it was the sync module that it came with for storing the video clips. Put simply, there's really no using this without the subscription plan. Blink had told me the doorbell will sync with the module without a plan, but I never got that to work properly. I'm not mad; if I wanted a standalone, cloud-free solution, I had a myriad of other options besides Blink. Just be aware you should get a plan for it. It's a service first, a product second, if you follow. Something else to be aware of before we move on is to keep that little tool they include with it for dismounting the doorbell from the bracket. You can still remove the doorbell without it using a small screwdriver, but it's a pain. Whatever helps you hold onto that little metal key, go for it.My second complaint was the ""motion zones"" feature where you set blind spots so it doesn't get set off by every passing car. Trouble is, this never worked. I just resigned myself to scrubbing the clips everyday of anything that wasn't someone coming to the door and/or ringing the doorbell (the clips automatically erase after a set period of time, so you could simply wait it out rather than taking my proactive approach). What did work in this menu was the privacy zone. It's like the motion zones, only it puts a gray box over a designated area that's ""baked in"" to the video. The way I had the doorbell positioned, it was possible to see the keypad to my door. I didn't like the idea of that info being on the cloud, so I grayed it out.My third complaint is the most important one: fogging. This thing fogged up at the slightest drizzle. It would clear up with the sunshine, so I didn't think much of it. About a year and a half goes by and not only did it fog up again, but it stayed fogged up. I took a look at it and found the fog was on the inside. It looked like a mineral build up. This left a big, fuzzy blind spot in the center of the video, which rendered it almost useless. Faces were clear so long as they stood close enough to the door, but this was hardly ideal. I couldn't find any teardowns or anything that would help me get inside the camera and treat the lens from the inside, so I simply dealt with it, keeping my eyes open for other options.In December of 2023, I got another doorbell on sale for about half off. My thought was I'd pop the old doorbell off its mount and put the new one in its place, relegating the foggy one to another door (better than nothing). Trouble is, in the two years since I bought that first doorbell, Blink made improvements to the design. For starters, the batteries are no longer exposed. They're behind a panel and in fact I couldn't see any exposed circuitry like on the old one. I guess enough people had complained about the fogging for them to do something about it, though it remains to be seen if this one will have the same fogging problem (it's only been installed for about a week as of this writing). Unfortunately, this redesign meant I couldn't use the old mount, which angled the doorbell about 30 degrees so its field of view would encompass the whole porch. My solution was to move the doorbell to the opposite side of the door since it was closer to the knob and you could still see the stairs and walkway leading up to the door.As for value, I'm happy to say it's reached a point where, as far as I care,  it's paid for itself. Even if I had paid full price for the second doorbell, it would be worth the peace of mind. I caught a porch pirate. The whole reason we got the doorbell in the first place 2 years ago was because our neighbors had the car broken into. All was quiet thereafter, until a few days ago when a package arrived from Amazon. I got a notification while I was on break at work, so I scrolled through the clips and there they were pinching my package in broad daylight.I won't share the screencaps, but I caught this person red-handed walking (awkwardly) up to my front stairs, leaning over, grabbing the package, and walking away. I got three whole clips of their vehicle as well, a very conspicuous looking red coupe with mismatched orange body panels. I downloaded the clips to my iPad, went to the Police station a few blocks away, gave them all the pertinent details, and showed them the clips. The officer asked me to email it to him, and informed me that they might know the suspect. Apparently, they'd gotten some reports of suspicious activity, but couldn't prove anything had been stolen. I'm still waiting to hear back from the officer, but hopefully justice has been served. If anything, I hope the thief found a good use for the parchment and foil pans."
