"","ProductName","reviewers","star_rates","date_of_review","text_review"
"1","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Kiah","5.0 out of 5 stars","March 22, 2024","







  
  
    This remote is really good! My old remote was gross and sticky from stuff being spilled on it, and I got these as a replacement and they work perfectly! We didn't have to sync them to the TV or anything, they worked right away and the Netflix, YouTube, etc. buttons also work! No voice activation which sucks, but it's definitely a good and cheap replacement if you're needing a new remote for your Roku TV :)
  
"
"2","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Kiah","5.0 out of 5 stars","April 7, 2024","







  
  
    Literally just put batteries in it, pointed it at the TV and turned it on, volume works, everything, no programming or trial and error. Just perfect.
  
"
"3","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Nory M. Aldama","5.0 out of 5 stars","March 25, 2024","







  
  
    I would prefer not to explain how it happened but I dropped the remote in the toilet. Sadly, not a clean bowl. Still, I tried to salvage it but it had to be washed. It did not work after that. I got these remotes the next day. They work. Happy about that
  
"
"4","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Clearwater, Florida","5.0 out of 5 stars","April 3, 2024","







  
  
    I have a bunch of pugs, and the one named Ted keeps eating my remotes.  I try to remember to put them away but sometimes I forget; Ted never forgets.  Luckily these are priced to where I don’t have to throw Ted into the woods.
  
"
"5","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Patches O'Hoolahan","5.0 out of 5 stars","April 7, 2024","







  
  
    It does what it says! I got it to replace the remote for my TCL Roku tv and it works great. Just put the batteries in and go. Easy peasey. I love it when things work the way you expect!
  
"
"6","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Patches O'Hoolahan","4.0 out of 5 stars","February 10, 2024","







  
  
    These remotes are amazing and work great right out of the packaging. The reason it got 4 stars is because there are no instructions that say remotes do not need to be programmed, just add batteries and use. They come with a QR you need to scan but it only works with downloading a third party app, once downloaded and scanned it just gives you the capabilities on how to use a remote, so dumb. But these are ready to go right out of the packaging. Two remotes for this price is not bad.
  
"
"7","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Diane M","5.0 out of 5 stars","April 3, 2024","







  
  
    My parents have a Roku TV and their remote had to be held in a very specific way to change the channel/volume- very annoying. They weren't sure if it was the remote or the TV- so we tried a remote replacement first. The remote was easy to pair and it works extremely well now! such a difference and improvement.I don't like that it came in a 2 pack- they dont need a second one, but thats not really anything to knock it for.
  
"
"8","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Amazon customer","5.0 out of 5 stars","April 7, 2024","







  
  
    Buying new remotes fixes uses immediately. The remotes wear out. third time buying remotes.
  
"
"9","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Lena","5.0 out of 5 stars","April 1, 2024","







  
  
    Our 1 y.o. broke the floppy part that kept the battery cover closed on our original remote, going between a lot of “official” roku remote replacements, I’m glad to have settled on these. They’re compatible with our TCL, Roku tv, and another brand I can’t place at the moment.The first package I got came opened with only one remote like one was taken. Sent a request for replacements and they sent another 2 pack super quick, and arrived very quick as well.Overall, EXCELLENT roku remote replacement.
  
"
"10","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)","Catherine Valentino","5.0 out of 5 stars","April 2, 2024","







  
  
    We had a broken remote for years. I think it was dropped. We had to be close to the TV, aim a little high-right to hit the sensor, try the volume buttons multiple times to see any change. It was silly.This remote worked out of the box. From across the room. Each button click worked. Seriously, why did we not replace the crummy remote sooner?!! And this came with two! (though I forget where I put the other one)
  
"
